标题,位置,房屋类型,面积,单价,总价,介绍,网址
五一立交地铁口精装两房，户型方正，采光视野很好,壮锦大厦 五一路,2室1厅,75平米,"6,400元/平",48万,东南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116779501.html
地铁口物业  精装温馨大三房   业主诚意出售,恒大翡翠华庭 经开区,3室2厅,115平米,"9,566元/平",110万,东南精装高楼层(共39层) ,https://nn.lianjia.com/ershoufang/105117012432.html
前后江景，精装正四房，业主未入住过,凯旋1号上水湾 白沙星光,4室2厅,128平米,"11,329元/平",145万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116910752.html
朝向好，户型方正，南北对流 ，凤凰楼层，免装修入住,中国铁建西派澜岸 五一路,4室2厅,128平米,"9,727元/平",124.5万,南精装高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116996040.html
江南万达商圈  华润品质 三中 公园旁,华润置地江南中心 五一路,3室2厅,75平米,"10,667元/平",80万,东南其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116377831.html
经开区恒大  地铁口 重新装 小三房,南宁恒大城 经开区,3室2厅,92.64平米,"8,096元/平",75万,南其他高楼层(共41层) ,https://nn.lianjia.com/ershoufang/105117218925.html
龙光江南院子3房，毛坯全新，中间楼层。小区环境优美,龙光江南院子 沙井,4室2厅,107.1平米,"6,817元/平",73万,南毛坯中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117329892.html
华润置地江南440平米三层复式楼中楼，自用花园,华润置地江南中心 五一路,5室2厅,113平米,"19,470元/平",220万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117132276.html
朝南通风采光好  江南万达商圈,振宁星光广场 白沙星光,3室2厅,89平米,"9,551元/平",85万,南毛坯中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117335647.html
淡村变电大院单位房，南北通透标准3房，中高楼层,广西送变电建设公司小区 白沙星光,3室2厅,77平米,"7,533元/平",58万,南 北简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105105826953.html
满五年 2+1户型 朝南采光通风好，装修保养好拎包入住,龙光普罗旺斯向日葵 经开区,3室2厅,87平米,"7,472元/平",65万,南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105117272446.html
五一路大社区温馨三房 采光好 步梯房低楼层 轻松驾驭,丽江花园 五一路,3室2厅,111平米,"7,028元/平",78万,南 北其他中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105106513342.html
笋盘来咯 单价8000 朝南大四房 看小区花园 有车位,云星钱隆江南 白沙星光,4室2厅,127.52平米,"8,470元/平",108万,南精装中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116314365.html
满五唯一，无抵押，户型方正，通风好，采光足,百益牛顿苹果 经开区,3室2厅,95平米,"6,948元/平",66万,东南其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105107790494.html
业主诚心卖，无欠款，随时看房，很好说话,中房•碧翠园 经开区,3室2厅,89平米,"6,180元/平",55万,北精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115892799.html
蓝鲸世界大商城！友谊家园全吊顶精装两房，拎包入住,振宁友谊家园 经开区,2室2厅,79.64平米,"8,162元/平",65万,西精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105107271428.html
小家也有大温暖，业主自住装修很好，是你心目中的家吗,荣和·公园里 沙井,4室2厅,98平米,"8,654元/平",84.8万,南精装中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105117069468.html
精装三房，楼下地铁，尚场。业主诚心出售,汇东星城 经开区,3室2厅,88.83平米,"7,430元/平",66万,北精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114866490.html
富宁新兴苑电梯三房 高楼层  没有个税 户型方正采光好,富宁新兴苑 五一路,3室2厅,106平米,"8,019元/平",85万,东南其他高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105109174032.html
楼层高 视野好 近菜市和滨江公园 居住舒适,丽江村小区 五一路,3室2厅,124.83平米,"5,528元/平",69万,南简装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105103339346.html
高楼层，采光好，视野通透，温馨舒适的家,金湾花城 白沙星光,3室2厅,110平米,"7,000元/平",77万,南精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105104361383.html
精装四房，中高楼层，业主诚心出售,盛天领域 经开区,4室2厅,93.28平米,"12,329元/平",115万,东南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112830419.html
庭香園 3室2厅 南,庭香園 经开区,3室2厅,104平米,"6,058元/平",63万,南简装低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105112739141.html
近江南万达，近2号线地铁口，一房一厅双阳台,中铁二院南宁分院宿舍 白沙星光,1室1厅,49平米,"6,531元/平",32万,南简装高楼层(共5层) ,https://nn.lianjia.com/ershoufang/105112529277.html
新希望锦官城高层精装4房，南北通透双阳台，无遮挡,新希望锦官城 经开区,4室2厅,130平米,"10,693元/平",139万,南 北精装高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105112354894.html
一梯两户，户型方正，南北通透，通风采光好，交通..,江南新兴苑 五一路,3室2厅,109平米,"8,074元/平",88万,南 北精装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105113649472.html
邕江明珠 3室2厅 南,邕江明珠 白沙星光,3室2厅,92平米,"10,327元/平",95万,南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113442073.html
江南新兴苑 3室2厅 南 北,江南新兴苑 五一路,3室2厅,116平米,"6,552元/平",76万,南 北其他高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105111277965.html
玖誉城锦城南北通透大五房楼层适中,龙光玖誉城锦城 经开区,5室2厅,139平米,"9,929元/平",138万,南 北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115142391.html
江南万达商圈 华润物业 电梯三房 毛坯,华润置地江南中心 五一路,3室2厅,86.56平米,"11,784元/平",102万,南 北毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115489426.html
户型大2房 户型方正 2间房大小相似 阳台采光明亮,天誉江南花园 白沙星光,2室2厅,78平米,"9,231元/平",72万,东南其他低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116443471.html
此房不满五 高楼层 采光充足 视野开阔 设施配套齐全,天健西班牙小镇 沙井,3室1厅,69平米,"7,798元/平",53.8万,西南精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105114517783.html
朝阳商圈精装房业主改善换房出售价格便宜,邕江明珠 白沙星光,5室2厅,128.68平米,"9,326元/平",120万,南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114694749.html
振宁星光 毛坯3房2卫  中楼层  小区新绿化好 近地铁口,振宁星光广场 白沙星光,3室2厅,97平米,"11,650元/平",113万,南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114652614.html
地铁口精装三房，装修保养新，拎包入住，带车位,江南華府 沙井,3室2厅,120平米,"7,334元/平",88万,北其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114531819.html
锦绣江南次顶楼，南向花园泳池，全新装修，诚心出售！,锦绣江南 白沙星光,3室2厅,114平米,"8,685元/平",99万,南 北精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114523325.html
带露台 江边 地铁口  2019房子 大阳台 毛坯 4房,云星钱隆公馆 五一路,4室2厅,106.57平米,"7,320元/平",78万,南 北毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112335381.html
楼中楼户型方正 交通便利 江滨公园近 ，看房方便,金湾花城 白沙星光,3室2厅,129平米,"6,977元/平",90万,南精装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105114003422.html
房子精装修，保养好，好楼层，诚心出售,盛天新界 经开区,4室2厅,105.46平米,"8,819元/平",93万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115010297.html
此房南北通透，楼层好，采光通风视野好. 大阳台,外运·丽汇嘉园北区 经开区,4室2厅,143平米,"5,945元/平",85万,南 北其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115006115.html
交通便利，  户型方正  ，看上价格可谈。,邕江明珠 白沙星光,3室2厅,120平米,"10,417元/平",125万,南精装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116178459.html
地铁二号线上巨隆大厦精装单间配套出售 江南万达,巨隆大厦 白沙星光,1室0厅,42平米,"10,239元/平",43万,西北其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105108709705.html
万达商圈 网红百益上河城對面 单位大三房 中间楼层,电力小区B区 白沙星光,3室2厅,115.97平米,"7,761元/平",90万,南 东南其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105108660759.html
江南区万达旁地铁口大户型笋盘户型方正,盛邦领地 白沙星光,5室2厅,148.49平米,"11,584元/平",172万,东南其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105107113190.html
毛坯 有钥匙 户型方正 采光好 通风好 看房方便,富宁大厦 五一路,2室1厅,84.5平米,"9,941元/平",84万,南 北毛坯低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105109038015.html
云星钱隆江南 精装小户型 装修保养好 高楼层 小区新,云星钱隆江南 白沙星光,1室0厅,41.68平米,"10,317元/平",43万,南精装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105109955085.html
江南新兴苑 1室1厅 东南,江南新兴苑 五一路,1室1厅,41.13平米,"6,565元/平",27万,东南简装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105110712112.html
保利城3房，房子保养好，户型方正，东南朝向采光充足,保利城A区 五一路,3室1厅,87平米,"8,046元/平",70万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113855344.html
蓝鲸世界 振宁友谊家园 三房毛坯 总价低,振宁友谊家园 经开区,3室1厅,89.75平米,"7,800元/平",70万,东南精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114178799.html
小区是公园式小区，绿植多，环境优美，视野开拓,融晟公園大地A区 五一路,5室2厅,143.83平米,"6,536元/平",94万,南毛坯低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105112864781.html
白沙大道精装3房 业主急卖，看房方便价格好谈,吉维尼鲜花小镇 五一路,3室1厅,105.11平米,"7,897元/平",83万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110590058.html
独栋独户 小区中间楼栋 阳台朝小区内部 看小区园林,融晟公園大地B区 五一路,3室2厅,145.31平米,"6,538元/平",95万,南毛坯低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105113536278.html
房子户型方正 房间客厅宽敞 电梯中层,金沙湾花园 白沙星光,3室2厅,118平米,"7,882元/平",93万,南 北精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105111226907.html
房是精装修，高楼层 视野宽阔，采光充足,富宁大厦 五一路,3室2厅,97平米,"7,732元/平",75万,东南其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105111657925.html
壮锦大道 3房毛坯交付 业主诚意售房 品质值得信赖,深石·汉华锦上城 五一路,3室1厅,73.48平米,"10,616元/平",78万,南 北毛坯低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105113710093.html
朝阳市区，地铁口，交通便利..,巨隆大厦 白沙星光,1室0厅,44.4平米,"8,559元/平",38万,南其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113378104.html
五一路，电梯高层，小户型，近邕江,恒宇国际公馆 五一路,2室1厅,62平米,"8,065元/平",50万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114863412.html
近江南万达，近2号线地铁，小户型低总价。,美意居 白沙星光,1室1厅,44.54平米,"8,195元/平",36.5万,南 北简装中楼层(共14层) ,https://nn.lianjia.com/ershoufang/105115283752.html
江景房，小区正中间位置，精装修，产权清晰,红日江景 五一路,4室1厅,136平米,"7,500元/平",102万,南精装低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114547605.html
江南大道精装三房，户型方正，装修保养好,红日江景 五一路,3室2厅,90平米,"7,334元/平",66万,南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115315969.html
南铝社区3房  100平3房2厅  总价低  中楼层 万达商圈,南铝社区 白沙星光,3室2厅,101.85平米,"6,382元/平",65万,南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115151488.html
翠湖新城 接地一楼 带私家大花园 可做生意,翠湖新城北区 五一路,3室1厅,127平米,"7,087元/平",90万,东南简装低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115207267.html
无抵押，格局方正，双南设计，全明通透，动静分离,怡馨苑 五一路,3室2厅,95平米,"8,053元/平",76.5万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114254454.html
顶楼  电梯 4房2卫  精装修  拎包入住,建发玺院 五一路,4室2厅,110平米,"10,546元/平",116万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114259402.html
五一路 翠湖名都  精装3房 户型方正,翠湖名都 五一路,3室1厅,101.01平米,"7,822元/平",79万,南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116230108.html
星光大道 地铁口 4房 126万 得房率高 江南万达商圈,盛邦领地 白沙星光,4室2厅,103平米,"12,234元/平",126万,南其他高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105116690454.html
五一路上 精装修的 楼中楼 电梯房 拎包入住,富宁新兴苑 五一路,3室2厅,120平米,"7,417元/平",89万,南其他高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115695153.html
地铁口 万达旁 小区新 装修保养好 看房方便,振宁星光广场 白沙星光,4室2厅,112平米,"12,054元/平",135万,南 北其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116255229.html
五一路精装两房，配套齐全，拎包入住，交通方便,富宁大厦 五一路,1室1厅,51平米,"7,804元/平",39.8万,东南精装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116766867.html
江南万达B区  3房出售  满五唯一  装修保养好  近地铁,万达华府B区 白沙星光,3室2厅,88平米,"11,932元/平",105万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116129363.html
小区绿化大，环境优美，配套成熟，精装修,翠湖名都 五一路,3室2厅,115平米,"8,000元/平",92万,南精装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105108055753.html
壮锦大厦 精装2房 户型方正 高楼层 无欠款,壮锦大厦 五一路,2室2厅,76平米,"8,553元/平",65万,南精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114164762.html
一楼的房子，户型方正，买来养老吧，合适,碧园南城故事 经开区,3室2厅,103平米,"5,583元/平",57.5万,南 北其他低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105114033056.html
此房，格局好 楼层好 视野开阔 出行方便,骋望珺玺 五一路,4室2厅,100平米,"10,500元/平",105万,南 北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111909924.html
万达广场 2室1厅 南,万达广场 白沙星光,2室1厅,68平米,"9,324元/平",63.4万,南简装中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105115176824.html
江南万达 hao华装修3房  朝南户型  欧式风格 品牌家具,万达华府C区 白沙星光,3室2厅,103平米,"13,399元/平",138万,南其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114986632.html
装修保好，好楼层，朝南 户型方正 采光充足,保利城B区 五一路,3室2厅,90平米,"7,778元/平",70万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115720903.html
洋房精装四房，南北通透，装修保养新,融晟公園大地A区 五一路,4室2厅,113.9平米,"7,375元/平",84万,南 北其他高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105113524485.html
地铁口 标准一房一厅 户型方正 出行方便 双阳台,长城苑 白沙星光,1室1厅,40.84平米,"8,081元/平",33万,南 北简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105113963121.html
巨隆大厦  好房推荐 总价低 地段好 近地铁  交通便利,巨隆大厦 白沙星光,1室0厅,41平米,"8,537元/平",35万,南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114236547.html
房子楼层好，接受正常首付款，户型方正采光通透近菜市,翠湖新城北区 五一路,3室2厅,108.51平米,"5,419元/平",58.8万,南其他低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115413364.html
江南芯白沙半岛前后江景南看园林北看邕江,凯旋1号上水湾 白沙星光,3室2厅,100平米,"12,800元/平",128万,南简装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115534355.html
云星钱隆江南 精装 户型方正采光好 诚心出售,云星钱隆江南 白沙星光,3室1厅,88.87平米,"9,565元/平",85万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105104236477.html
保利城3房，房子保养好，户型方正，东南朝向采光充足,保利城B区 五一路,3室2厅,89平米,"7,978元/平",71万,东南简装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113578608.html
金湾花城 楼中楼 两个露台 宜居住 绿化好,金湾花城 白沙星光,4室2厅,150平米,"8,000元/平",120万,南精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105104362709.html
吉维尼鲜花小镇 3室2厅 东南,吉维尼鲜花小镇 五一路,3室2厅,88.51平米,"9,039元/平",80万,东南精装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105113529088.html
此房户型好 海吉星旁 地段好 满五唯一，无个税,西建冠城世家 五一路,4室2厅,92.39平米,"8,443元/平",78万,南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116319023.html
保利城朝南三房 高楼层采光通透明亮 生活配套成熟,保利城B区 五一路,3室1厅,89平米,"8,203元/平",73万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116497552.html
荣耀江南 3房出售  du旁边文骅  地段好 有地铁 近万达,荣耀江南 白沙星光,3室2厅,90平米,"11,112元/平",100万,南简装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115484848.html
融晟天河广场，海悦城，1668广场，江南公园，华南城,融晟公園大地B区 五一路,3室2厅,124.4平米,"5,748元/平",71.5万,南 北精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105117205884.html
业主诚心卖房 产权清晰 证件齐全 可看房,金湾花城 白沙星光,3室2厅,104平米,"7,212元/平",75万,南其他高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105115626667.html
双地铁口、笋盘单价6千多一平！,风格雨林 经开区,3室2厅,81.75平米,"6,484元/平",53万,南 北精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116495122.html
小区有江南万达旁，2号线地铁口，近邕江近亭子码头,奥园瀚德棠悦府 白沙星光,3室2厅,99平米,"14,041元/平",139万,南毛坯高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105112387092.html
朝南坐北 高楼层采光好 通风效果佳 视野开阔无遮挡,骋望珺玺 五一路,3室2厅,109平米,"8,991元/平",98万,南精装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115812537.html
一梯两户，户型方正，南北通透，通风采光好，交通便,江南新兴苑 五一路,3室2厅,95平米,"9,348元/平",88.8万,南 北其他中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105113228077.html
有大露台 一梯两户，通风采光好，生活便利，交通方便,翠湖新城南区 五一路,4室1厅,142平米,"5,986元/平",85万,北其他高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105113342254.html
5号线毛坯房，新交房，产权清晰，诚心出售,西建冠城世家 五一路,3室2厅,96.07平米,"8,276元/平",79.5万,东南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113855350.html
华润置地·西园悦府 3室2厅 南,华润置地·西园悦府 白沙星光,3室2厅,118平米,"13,136元/平",155万,南毛坯高楼层(共58层) ,https://nn.lianjia.com/ershoufang/105117164834.html
鲜花小镇温馨两房 朝南户型中间楼层三面采光 满五年,吉维尼鲜花小镇 五一路,2室1厅,75平米,"8,000元/平",60万,南 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116241630.html
地铁口 万达旁 电梯高层精装2+1房 看房方便,振宁星光广场 白沙星光,2室1厅,72.4平米,"11,050元/平",80万,南 北其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116280679.html
房满五不唯一 户型方正 采光充足 装修保养好 交通便利,中都澳海蓝湾 白沙星光,4室2厅,117.55平米,"9,784元/平",115万,南 北其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105110914604.html
普罗旺斯精装大四房 户型方正 南北通透 采光好 保养新,龙光普罗旺斯香槟 经开区,4室2厅,143.39平米,"7,114元/平",102万,南 北精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116237588.html
江边  地铁口  电梯15楼 精装 3房2卫,保利城B区 五一路,3室2厅,87.83平米,"8,312元/平",73万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114844044.html
地铁2号线，毛坯4房，新小区刚交付，环境好,龙光玖誉城锦城 经开区,4室2厅,113平米,"11,062元/平",125万,南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115307514.html
中南春风南岸 4室2厅 东南,中南春风南岸 沙井,4室2厅,110.48平米,"7,242元/平",80万,东南毛坯低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116429858.html
恒大精装大三房，小区环境优美，空气好,恒大帝景 经开区,3室2厅,120.59平米,"6,635元/平",80万,东南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111509988.html
格局好 楼层好 视野开阔 出行方便,骋望珺玺 五一路,3室2厅,85平米,"8,589元/平",73万,南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115526348.html
江南区繁华地段，配套成熟，交通便利,万达广场 白沙星光,3室2厅,68平米,"9,265元/平",63万,东南其他中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105116376849.html
电梯9楼 江边  3房  精装 拎包入住,红日江景 五一路,3室1厅,87.71平米,"8,209元/平",72万,南 北其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115687232.html
经开区好房推荐，小区人车分流，三房二厅二卫动静分明,悦桂绿地新世界 经开区,3室2厅,96.45平米,"4,666元/平",45万,南毛坯低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115094694.html
户型方正 格局好 中楼层 采光无遮挡 商圈配套成熟,保利城B区 五一路,3室2厅,89平米,"7,641元/平",68万,东南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114345754.html
华润品质三房满两年  现房有证  业主诚心出售,华润置地江南中心 五一路,3室2厅,88.73平米,"11,158元/平",99万,南毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114193837.html
轨道雅居 毛坯2房  高楼层 已满二  房产证在手 近地铁,轨道御水雅居 白沙星光,2室2厅,72.5平米,"11,311元/平",82万,南 北毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114604217.html
4/5/号线，紧凑四房，采光好无遮挡,龙光普罗旺斯波尔多庄园 经开区,4室1厅,96平米,"8,313元/平",79.8万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111646262.html
江南香格里  大户型4房2厅 复式楼  装修保养好 近地铁,江南•香格里拉 白沙星光,4室2厅,146.7平米,"7,362元/平",108万,南简装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115172916.html
居住环境好，户型方正，采光好，荣和新城,荣和新城B区 白沙星光,3室2厅,95平米,"7,348元/平",69.8万,南其他高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105107137779.html
淡村路单位房 价格包含家电家具，业主置换大房才出售,广西送变电建设公司小区 白沙星光,3室2厅,77平米,"7,923元/平",61万,南精装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105106962987.html
淡村菜市旁，一房一厅35万总价低，近地铁,南宁壮宁工业园第一生活区 白沙星光,1室1厅,42平米,"8,572元/平",36万,南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105105846832.html
江边精装四房，装修保养新，户型方正,骋望珺玺 五一路,4室2厅,110.64平米,"8,587元/平",95万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113642704.html
华润品质  三楼现房  有证  业主诚心出售,华润置地江南中心 五一路,3室2厅,89平米,"16,293元/平",145万,南其他低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114682074.html
地铁口！玖珑府二次精装四房，已做封窗，全屋硅藻泥！,龙光玖珑府 经开区,4室2厅,117.8平米,"11,291元/平",133万,南 北精装低楼层(共40层) ,https://nn.lianjia.com/ershoufang/105115408000.html
江南万达旁 振宁星光广场 精装3房2卫 朝南户型 保养好,振宁星光广场 白沙星光,3室2厅,95.38平米,"11,009元/平",105万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114339583.html
汇东星城精装2房，双地铁口，有大型百货，产权清晰,汇东星城 经开区,2室2厅,63.01平米,"8,253元/平",52万,南简装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105110683092.html
毛坯。3房户型，随意装修。诚心出售,汇东星世界二期 经开区,3室2厅,71.59平米,"7,683元/平",55万,南毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114541166.html
二期香槟庄园 配套恼楼下就是南城百货 出行方便,龙光普罗旺斯香槟 经开区,4室2厅,143平米,"7,203元/平",103万,南 北精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116213762.html
江南万达商圈 五环星光小区 大三房诚心出售,五环星光小区 白沙星光,3室2厅,143平米,"11,959元/平",171万,南 北简装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115207036.html
地铁5号线五一立交站，小区配套成熟，生活氛围浓郁。,富宁新兴苑 五一路,3室2厅,109平米,"6,239元/平",68万,南 北精装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105111855842.html
交通方便位置好，双地铁大三房！,云顶印象 经开区,3室1厅,130平米,"6,154元/平",80万,南精装中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105114694044.html
五一立交地铁口精装两房，户型方正，采光视野好,富宁新兴苑 五一路,2室2厅,76平米,"6,843元/平",52万,东南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114913849.html
吴圩 悦桂云图之城 三房 毛坯 楼层好 总价低,悦桂融创云图之城 经开区,3室2厅,88.69平米,"4,398元/平",39万,南毛坯中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105112449804.html
满五不唯一，户型布局合理 大阳台采光充足 户型方正,金沙湾花园 白沙星光,3室2厅,129平米,"6,977元/平",90万,南 北精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114815671.html
新希望锦官城 3室2厅 东南,新希望锦官城 经开区,3室2厅,136平米,"10,442元/平",142万,东南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116225996.html
坐在家里就能看到的双地铁口，配套完善500米出城高速,碧园南城故事 经开区,4室2厅,154平米,"5,130元/平",79万,南简装高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105115376592.html
清溪府洋房 南北双阳台，精装修，拎包入住。,青溪府 经开区,4室2厅,143平米,"10,210元/平",146万,南精装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105114766739.html
风江绿缘 大四房毛坯 漂亮楼层 采光通风好,凤江绿缘 经开区,4室2厅,125平米,"7,360元/平",92万,南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115829705.html
86万买盛天地精装4房 5号线地铁口 拎包入住,盛天领域 经开区,4室2厅,93平米,"8,925元/平",83万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116927199.html
满五唯一！无欠款！南宁奥园中装三房，位置安静单价低,南宁奥园北京组团 经开区,3室1厅,121.44平米,"5,106元/平",62万,南精装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115914343.html
白沙大道广汇名都毛坯3房含人防车位,广汇名都 白沙星光,3室2厅,96平米,"8,542元/平",82万,南毛坯低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105115931238.html
