标题,位置,房屋类型,面积,单价,总价,介绍,网址
龙光玖誉府3房2厅2卫，环境优雅户型方正采光通风好,龙光玖誉府 兴宁东,3室2厅,93平米,"7,850元/平",73万,南 北简装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105115255921.html
吾悦广场商圈，精装修，高楼层，诚心出售,中海国际一期 东沟岭,4室2厅,95.22平米,"9,662元/平",92万,南 北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115647087.html
惊呆了，中海悦公馆，中间楼栋，三房，精装修！,中海悦公馆 东沟岭,3室2厅,85平米,"11,177元/平",95万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105108402976.html
一品天下 5室2厅 南 北,一品天下 东沟岭,5室2厅,143平米,"9,651元/平",138万,南 北其他中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105115496074.html
嘉和城白鹭南山5房，精装修，格局好，,嘉和城白鹭南山 兴宁东,5室2厅,130.83平米,"7,644元/平",100万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105109498865.html
香樟林 3室2厅 东南,香樟林 东沟岭,3室2厅,93.42平米,"9,634元/平",90万,东南简装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116971808.html
嘉和城温莎南郡  86.4平米 经典3房  无抵押,嘉和城温莎南郡 兴宁东,3室2厅,86.4平米,"8,334元/平",72万,东南简装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105106188664.html
明秀路单位小区 生活成本低 出小区地铁 市场 狮山公园,路桥一区 北湖南,3室2厅,107平米,"6,075元/平",65万,南 北简装低楼层(共8层) ,https://nn.lianjia.com/ershoufang/105110355951.html
嘉和城塞纳右岸•北5房，中间楼层，格局好,嘉和城塞纳右岸•北 兴宁东,5室2厅,131平米,"6,871元/平",90万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105117106442.html
吾悦广场旁，大平层视野宽阔，采光足的中海九玺,中海九玺 东沟岭,4室2厅,145.78平米,"12,965元/平",189万,南精装中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105111329588.html
荣和山水绿城，大四房两厅，公园式小区，配套成熟,荣和山水绿城B1组团 北湖南,4室2厅,123平米,"8,537元/平",105万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115406521.html
精装修 业主自住保养好 拎包入住 诚心卖,香樟林 东沟岭,3室2厅,89.14平米,"9,536元/平",85万,东南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113703613.html
中海悦公馆 三房两卫 业主诚心出售，看房随时,中海悦公馆 东沟岭,3室2厅,92平米,"10,870元/平",100万,东南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114855937.html
大嘉汇•东城 1室1厅 东南,大嘉汇•东城 东沟岭,1室1厅,32平米,"11,250元/平",36万,东南精装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105113400660.html
金源悦府 3室2厅 北,金源悦府 东沟岭,3室2厅,101.15平米,"8,898元/平",90万,北毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114316423.html
5号线地铁口，有吾悦广场，那考河湿地公园,联发尚筑 东沟岭,3室2厅,105平米,"10,667元/平",112万,北 东北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112039615.html
嘉和城白鹭北城小区，环境好。地理位置好,白鹭北城白鹭郡 兴宁东,5室2厅,129平米,"6,202元/平",80万,南 北其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105106447014.html
嘉和城温莎北郡坐北朝南  总价低,嘉和城温莎北郡 兴宁东,2室2厅,63.97平米,"7,660元/平",49万,南毛坯低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110223297.html
电梯房，120平方大三房，产权清晰，红本在手,时代茗城 东沟岭,3室1厅,120平米,"11,250元/平",135万,东南简装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111164620.html
豪4房 全屋空调 高层 采光通风良好,龙基传媒星城 东沟岭,4室2厅,158平米,"8,545元/平",135万,南 北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110513246.html
红本在手 视野宽阔，采光充足，交通便利，配套齐全,盛天果岭 东沟岭,3室2厅,95平米,"12,211元/平",116万,南 北其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105112969468.html
满五唯一 免双税，地铁口仅50米，精装3房 只要96万,金源橙郡 东沟岭,3室2厅,97.8平米,"9,305元/平",91万,西北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113188912.html
地铁3号线 视野宽阔 采光充足 配套设施齐全,莱茵花语 东沟岭,2室1厅,57平米,"12,281元/平",70万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113819662.html
三房带电梯 无抵押 成熟小区  配套齐全 随时可看,同和华彩美地D区 东沟岭,3室2厅,109.54平米,"8,034元/平",88万,南其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114435026.html
兴桂路地铁口旁 红日山湖洋房 居住安静,红日山湖 东沟岭,3室2厅,139.48平米,"12,748元/平",177.8万,北毛坯中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116739618.html
通透格局，采光充足，交通便利，配套设施齐全,保利▪山水怡城 东沟岭,3室1厅,89平米,"11,236元/平",100万,东南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105112862640.html
毗临人民公园。户型靓，南北朝向，装修，保养好,广西建工集团第一安装公司第三分公司生活区 东沟岭,2室1厅,70.18平米,"6,840元/平",48万,南 北精装中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105112289318.html
嘉和城 塞纳左岸 楼中楼 环境好,嘉和城塞纳左岸 兴宁东,5室2厅,144.64平米,"6,430元/平",93万,南其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115223590.html
兴宁东，房龄新，毛坯房，龙光集团打造小区。,龙光阳光河畔 东沟岭,3室1厅,108平米,"8,056元/平",87万,南 北其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114700451.html
嘉和城温莎北郡 3室2厅 南,嘉和城温莎北郡 兴宁东,3室2厅,84.42平米,"7,700元/平",65万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113453994.html
金源悦府  三房两卫  看房方便 随时可看,金源悦府 东沟岭,3室2厅,101平米,"9,109元/平",92万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111844287.html
岭南名居 2室2厅 南,岭南名居 东沟岭,2室2厅,82.77平米,"7,250元/平",60万,南其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105112693620.html
光明·时光集 2室1厅 南,光明·时光集 东沟岭,2室1厅,54平米,"11,667元/平",63万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113685055.html
金源悦府 三房两厅 付款方式自由,金源悦府 东沟岭,3室2厅,96平米,"11,980元/平",115万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114069556.html
兴宁·大唐果 4室2厅 南 北,兴宁·大唐果 东沟岭,4室2厅,119平米,"10,505元/平",125万,南 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115116490.html
绿地城毛坯4房2卫，坐北朝南大阳台，采光通风良好,南宁绿地城 兴宁东,4室2厅,109.8平米,"6,194元/平",68万,南毛坯高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115621168.html
北郡3房，楼层好，大客厅，采光好，通风好,嘉和城温莎北郡 兴宁东,3室2厅,83平米,"8,796元/平",73万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105108698956.html
天桃就在小区门口，小孩上学近，房子坐北朝南采光好,嘉和城温莎北郡 兴宁东,3室2厅,89平米,"6,180元/平",55万,南简装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105109306375.html
中海悦公馆高楼层，三房精装，通透性好，业主诚心出售,中海悦公馆 东沟岭,3室2厅,92平米,"11,957元/平",110万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112077568.html
3号线地铁口，云星钱隆御景朝南4房，电梯高层精装,云星钱隆御景 东沟岭,4室2厅,102.01平米,"11,372元/平",116万,东南其他33层 ,https://nn.lianjia.com/ershoufang/105112890358.html
高迪山  独栋别墅   足球场那么大花园   尽享奢华,高迪山 兴宁东,5室2厅,1300平米,"21,539元/平",2800万,南 北其他低楼层(共4层) ,https://nn.lianjia.com/ershoufang/105110928374.html
嘉和城白鹭南山小区，环境好，地理位置好。,嘉和城白鹭南山 兴宁东,5室2厅,128平米,"9,766元/平",125万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114100999.html
地铁口  盛天地  精装房  拎包入住,盛天小世界 兴宁东,3室2厅,89平米,"10,000元/平",89万,东南精装高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105114162898.html
荣和山水绿城，东南朝向，三房两厅,荣和山水绿城B1组团 北湖南,3室1厅,89平米,"9,551元/平",85万,南简装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114048530.html
嘉和城中洲，7房，楼中楼，格局好。,白鹭中洲 兴宁东,7室2厅,115平米,"9,392元/平",108万,南 北其他高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105106034230.html
盛天地，地铁口，盛天东郡精装复式6房,盛天东郡 兴宁东,5室2厅,88平米,"14,773元/平",130万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114127946.html
嘉和城塞纳右岸•北   业主诚心出售 看房方便,嘉和城塞纳右岸•北 兴宁东,5室2厅,132平米,"10,607元/平",140万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105113207843.html
嘉和城布洛可  产权清晰有证  楼层好 诚意出售,布洛可一区 兴宁东,4室1厅,93.66平米,"7,474元/平",70万,南毛坯高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105114312268.html
嘉和城依云堡 5室1厅 南,嘉和城依云堡 兴宁东,5室1厅,142平米,"7,395元/平",105万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113659988.html
拎包入住 精装3房嘉和城白鹭北城 中洲 前湖,白鹭北城白鹭郡 兴宁东,3室2厅,89平米,"9,551元/平",85万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113184607.html
盛天小世界 4室2厅 南,盛天小世界 兴宁东,4室2厅,114平米,"11,053元/平",126万,南精装低楼层(共35层) ,https://nn.lianjia.com/ershoufang/105107775313.html
布洛可五区 4室2厅 南 北,布洛可五区 兴宁东,4室2厅,126.16平米,"8,085元/平",102万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115036782.html
嘉和城布洛可五区 4房2厅1厨2卫,布洛可五区 兴宁东,4室2厅,106平米,"8,963元/平",95万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116205371.html
精装交付全新未入住，95万包含车位，X价比高,龙湖-金科-盛天.叁仟悦 兴宁东,3室2厅,96平米,"9,896元/平",95万,南 北精装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105112795481.html
嘉和城布洛可五区毛坯 4房2厅2卫,布洛可五区 兴宁东,4室2厅,93.58平米,"9,084元/平",85万,南 北毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112576706.html
嘉和城 白鹭中洲 精装4房 保养好 看房方便,白鹭中洲 兴宁东,4室2厅,115.34平米,"7,630元/平",88万,南 北其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105114771601.html
满二唯一，刚需两房，看房方便，环境优美,盛天小世界 兴宁东,2室2厅,69平米,"10,870元/平",75万,东毛坯中楼层(共35层) ,https://nn.lianjia.com/ershoufang/105104938826.html
嘉和城高迪公馆大平层，高楼层，视野开阔,高迪公馆 兴宁东,5室2厅,228平米,"10,965元/平",250万,东南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105107361921.html
布洛可一区 4室1厅 南 北,布洛可一区 兴宁东,4室1厅,127平米,"7,875元/平",100万,南 北其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116272999.html
荣和山水绿城。东南朝向，三房两厅,荣和山水绿城B1组团 北湖南,3室1厅,90平米,"9,667元/平",87万,南简装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114048886.html
九曲湾温泉小镇 首付10万买三房85平,国悦九曲湾 兴宁东,2室2厅,84.85平米,"6,247元/平",53万,南 北其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114810121.html
国悦九曲湾，环境好，温泉谷风景区,国悦九曲湾 兴宁东,4室2厅,112.73平米,"8,871元/平",100万,东南其他高楼层(共9层) ,https://nn.lianjia.com/ershoufang/105111807369.html
此房满五年，业主自住保养好，诚心出售，小区绿化高。,荣和山水绿城B1组团 北湖南,4室2厅,122.6平米,"9,952元/平",122万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116071806.html
国悦九曲湾温泉度假村配套，业主诚心出售,国悦九曲湾 兴宁东,3室2厅,99.92平米,"6,906元/平",69万,东南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112389273.html
嘉和城塞纳右岸北小区，环境好，地理位置好。,嘉和城塞纳右岸•北 兴宁东,5室2厅,132平米,"7,425元/平",98万,南 北其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105109981510.html
户型方正 采光好光线 南北通透,布洛可五区 兴宁东,4室2厅,107平米,"7,477元/平",80万,南 北精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113020524.html
户型方正 采光充足 交通便利 教育资源丰富。,国悦九曲湾 兴宁东,4室2厅,116平米,"10,949元/平",127万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107268164.html
此房通透格局，楼层好，采光充足，配套设施齐全,荣和山水绿城B1组团 北湖南,2室2厅,69平米,"9,856元/平",68万,东南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113345639.html
地铁口！盛天东郡精装大平层，门口盛天地,盛天东郡 兴宁东,4室2厅,211平米,"11,612元/平",245万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115754451.html
嘉和城白鹭北城    毛坯4房   景观好户型正,白鹭北城白鹭郡 兴宁东,4室2厅,114平米,"7,018元/平",80万,南 北毛坯高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105104499475.html
嘉和城白鹭前湖小区，环境好，地理位置好。,嘉和城白鹭前湖 兴宁东,3室2厅,89平米,"7,079元/平",63万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117005153.html
地铁口  狮山公园对旁  精装三房,皇龍新城 东沟岭,3室2厅,106.95平米,"7,668元/平",82万,东南 南精装低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105117248921.html
金蓝湾组团 保利物业 一梯一户大平层 保养干净,保利山渐青 兴宁东,4室2厅,155平米,"8,323元/平",129万,东南精装低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105117073603.html
中海四期，四房业主急出保养很好没有出租过,中海九玺 东沟岭,4室2厅,112平米,"10,358元/平",116万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116951476.html
小区楼间距宽阔，户型方正，业主自住保养好，诚心出售,中海雍翠峰 东沟岭,3室2厅,77.84平米,"7,452元/平",58万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114243556.html
中海九玺 4室2厅 南,中海九玺 东沟岭,4室2厅,115平米,"10,870元/平",125万,南精装高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105117027528.html
房子精装4房，总价低楼下地铁五号线、沃尔玛万达影城,江宇世纪城 北湖南,4室2厅,105平米,"9,143元/平",96万,南 北简装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116502378.html
吾悦广场，湿地公园，中海九玺精装3房，拎包入住,中海九玺 东沟岭,3室2厅,91平米,"10,660元/平",97万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116254350.html
恒大雅苑 3室2厅 南 北,恒大雅苑 凤岭北,3室2厅,127平米,"5,906元/平",75万,南 北精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116248567.html
嘉和城温莎北郡 4室2厅 南,嘉和城温莎北郡 兴宁东,4室2厅,83平米,"6,446元/平",53.5万,南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116426547.html
低总价4房，轻松上车，地铁口150米，X校公园一路之隔,中海国际一期 东沟岭,4室2厅,88.72平米,"8,792元/平",78万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116747632.html
中海国际一期 3室2厅 南,中海国际一期 东沟岭,3室2厅,91.72平米,"9,050元/平",83万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117301622.html
狮山公园旁地铁口，3房2卫 有个80平大露台,荣和·山水绿城A组团 北湖南,3室2厅,86.5平米,"9,018元/平",78万,南 北精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116526012.html
中海悦公馆 近东门 看泳池 全屋定制家具家电 三房两卫,中海悦公馆 东沟岭,3室2厅,89平米,"10,450元/平",93万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117064147.html
红本在手，楼下地铁口，小区家门口公园，配套成熟,瀚林山水源 东沟岭,3室2厅,89平米,"8,203元/平",73万,南毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116796889.html
楼下地铁口，满五年，保养好，朝南，三房二卫,瀚林山水源 东沟岭,3室2厅,86平米,"8,954元/平",77万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116898055.html
国悦九曲湾 3室2厅 南,国悦九曲湾 兴宁东,3室2厅,92平米,"5,870元/平",54万,南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117340953.html
中海九玺 4室2厅 南 北,中海九玺 东沟岭,4室2厅,112平米,"10,358元/平",116万,南 北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116910120.html
光明时光集精装一房一厅，全屋定制保养好，楼下融创茂,光明·时光集 东沟岭,1室1厅,54.15平米,"8,311元/平",45万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117349280.html
蒙特利岛洋房，环境好，地理位置好。,蒙特利岛 兴宁东,车位,180平米,"9,000元/平",162万,南 北 ,https://nn.lianjia.com/ershoufang/105110803541.html
地铁口 南北通透 公园式小区 荣和精品品质 户型正,荣和山水绿城B1组团 北湖南,5室2厅,126平米,"11,905元/平",150万,南 北其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105114061795.html
刚需精装两房 五号线地铁口 南城百货,荣和山水绿城B1组团 北湖南,2室1厅,70平米,"10,286元/平",72万,南 北其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111993755.html
荣和山水绿城 厅出阳台 朝南 中间楼层 自住保养好,荣和山水绿城B1组团 北湖南,3室2厅,78.82平米,"11,419元/平",90万,东南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114061034.html
荣和山水绿城B1组团 3室2厅 南 北,荣和山水绿城B1组团 北湖南,3室2厅,89平米,"12,135元/平",108万,南 北其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116251980.html
荣和山水绿城，五号线地铁，中间楼层，看房方便,荣和山水绿城B1组团 北湖南,3室2厅,122.21平米,"10,638元/平",130万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115268201.html
荣和山水绿城B1组团 4室2厅 南,荣和山水绿城B1组团 北湖南,4室2厅,113.55平米,"10,040元/平",114万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113190345.html
荣和山水绿城 满五 朝南 视野无遮挡 随时看房,荣和山水绿城B1组团 北湖南,3室2厅,89平米,"9,326元/平",83万,东南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113905424.html
盛天东郡 3室2厅 东南,盛天东郡 兴宁东,3室2厅,128平米,"10,000元/平",128万,东南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106310938.html
盛天东郡 3室2厅 西南,盛天东郡 兴宁东,3室2厅,126.62平米,"10,109元/平",128万,西南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112618066.html
盛天集团楼盘，商圈地铁口学 校，一站式服务,盛天东郡 兴宁东,4室2厅,211平米,"10,190元/平",215万,东南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105109022396.html
兴宁东 盛天地  精装房 地铁口 拎包入住,盛天东郡 兴宁东,4室2厅,128.95平米,"10,470元/平",135万,东南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113537213.html
精装未入住，高层朝南，总价带产权车位,中海九玺 东沟岭,3室2厅,100平米,"12,450元/平",124.5万,南 北精装高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105111445898.html
悦公馆旁，2021年新小区，有证，89平三房！,中海九玺 东沟岭,3室2厅,89平米,"12,360元/平",110万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105110299083.html
荣和山水绿城1期，自住保养好，正三房,荣和山水绿城B1组团 北湖南,3室2厅,88平米,"10,228元/平",90万,西南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113198554.html
兴桂路地铁口旁 红日山湖洋房 居住安静,红日山湖 东沟岭,3室2厅,139.48平米,"12,748元/平",177.8万,南 北毛坯中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116737526.html
次新房，梦之岛楼上，精装四房，未入住过,一品天下 东沟岭,4室2厅,115平米,"10,435元/平",120万,南 西南精装低楼层(共46层) ,https://nn.lianjia.com/ershoufang/105109886560.html
兴桂路地铁口旁 红日山湖洋房 居住安静,红日山湖 东沟岭,3室2厅,139.48平米,"12,748元/平",177.8万,北毛坯中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116739574.html
交通便利，小区环境优美，生活配套齐全,中海九玺 东沟岭,3室2厅,100平米,"11,000元/平",110万,东南精装中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105110219204.html
那考河湿地公园旁  精装大3房  领包入住,中海九玺 东沟岭,3室2厅,96.88平米,"10,735元/平",104万,东南其他高楼层(共46层) ,https://nn.lianjia.com/ershoufang/105110787454.html
中海九玺 3室1厅 东南,中海九玺 东沟岭,3室1厅,87平米,"12,069元/平",105万,东南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115222547.html
盛天东郡 2室2厅 南,盛天东郡 兴宁东,2室2厅,73.47平米,"10,889元/平",80万,南精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105111920807.html
望州路 香樟林 精装修三房 拎包入住,香樟林 东沟岭,3室1厅,87平米,"9,196元/平",80万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113625094.html
成熟社区 房子户型好 楼层好 采光生活交通便利,欣隆盛世观邸 东沟岭,3室2厅,89平米,"9,551元/平",85万,东南简装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111208048.html
东沟岭大三房 产权清晰 户型方正 望州生活区,广西第一安装有限公司望州生活区 东沟岭,3室2厅,118平米,"8,458元/平",99.8万,南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105105576499.html
嘉和城温莎北郡小区，环境好，地理位置好,嘉和城温莎北郡 兴宁东,4室2厅,96平米,"6,771元/平",65万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106321718.html
嘉和城  温莎北郡  ........,嘉和城温莎北郡 兴宁东,2室2厅,65平米,"6,462元/平",42万,南毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107573697.html
业主诚心出售 小区环境好 室内通风采光都很好,中海雍翠峰 东沟岭,3室1厅,108.9平米,"10,561元/平",115万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112862068.html
地铁口，老城区四房总价低，价格实惠，中海精品品质。,中海雍翠峰 东沟岭,3室2厅,89.85平米,"9,461元/平",85万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115856546.html
龙光阳光河畔 4室1厅 南,龙光阳光河畔 东沟岭,4室1厅,117平米,"8,548元/平",100万,南精装中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115378918.html
恒大雅苑-找115户型可以来了，价格可谈，接刀,恒大雅苑 凤岭北,3室1厅,115平米,"7,914元/平",91万,南 北精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115931232.html
恒大雅苑-122㎡，大三房精装出售,恒大雅苑 凤岭北,3室2厅,123.52平米,"7,692元/平",95万,东南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115740048.html
中海悦公馆3房精装修，业主有车位可出售,中海悦公馆 东沟岭,3室2厅,84平米,"12,620元/平",106万,东南 南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114221574.html
金源悦府 住宅性质 单身公寓小单间,金源悦府 东沟岭,1室0厅,49.2平米,"8,740元/平",43万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114312649.html
交通便利，配套设施齐全，沃尔玛，电影院,同和华彩美地A区 东沟岭,3室1厅,111.18平米,"8,995元/平",100万,东南其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114791102.html
婚房置换+精装3房2卫+公园+教育+菜市+5号线+想的都有,瀚林美筑 东沟岭,3室2厅,89平米,"9,551元/平",85万,南精装高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105115139244.html
采光好，楼层好， 刚需两房 采光充足，配套完善,天健世纪花园 东沟岭,2室2厅,58.65平米,"13,982元/平",82万,南其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114507430.html
通风采光好，园林环境优美，居住舒适,瀚林美筑 东沟岭,3室1厅,89.25平米,"11,205元/平",100万,东南简装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105113372427.html
次新房，已经有房产证，看房方便，,联发君悦 东沟岭,4室2厅,117平米,"10,684元/平",125万,南其他34层 ,https://nn.lianjia.com/ershoufang/105108263785.html
急卖急卖 高层视野 交通方便 户型好,金源橙郡 东沟岭,3室2厅,95平米,"10,527元/平",100万,东南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106693375.html
5号线地铁口，有吾悦广场，那考河湿地公园,联发尚筑 东沟岭,3室2厅,105平米,"10,667元/平",112万,北 东北精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112039615.html
长岗路 同和华彩美的 孝心楼层 拎包入住,同和华彩美地A区 东沟岭,2室2厅,87平米,"6,667元/平",58万,南其他低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105113684063.html
房子没有欠款，130万包含一个产权车位。,联发尚筑 东沟岭,3室2厅,104.53平米,"11,959元/平",125万,南简装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111351928.html
买房带车位、一步到位，地铁口仅100米，X学一路之隔,中海国际一期 东沟岭,4室2厅,97平米,"10,289元/平",99.8万,东南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105117114956.html
三号线兴桂路地铁口3房，精装72万带车位，看房方便！,橘子郡 东沟岭,3室2厅,94.33平米,"7,633元/平",72万,南 北精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116852132.html
悦公馆靓房出售，带露台实现种菜养花自由,中海悦公馆 东沟岭,5室2厅,180平米,"9,445元/平",170万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116328135.html
九玺精装修三房出售，全新小区。,中海九玺 东沟岭,3室2厅,97平米,"10,825元/平",105万,南其他中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105116572553.html
红日山湖 3室1厅 南,红日山湖 东沟岭,3室1厅,89平米,"8,540元/平",76万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117123204.html
满五 荣和山水绿城 朝南 电梯房 精装修 诚心出售,荣和·山水绿城B2组团 北湖南,4室2厅,87.58平米,"9,706元/平",85万,南简装低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105112117578.html
龙基传媒星城   中楼层 视野好,龙基传媒星城 东沟岭,3室2厅,124.75平米,"9,219元/平",115万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105105004812.html
