标题,位置,房屋类型,面积,单价,总价,介绍,网址
朝小区花园 位置安静 有入户 业主二次装修过,耀凯凤岭1号 东盟商务区,3室2厅,123平米,"19,025元/平",234万,南 北其他高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105113767954.html
凤岭北、荣和东盟国际、地铁口、采光好,荣和·东盟国际 凤岭北,2室1厅,72平米,"15,278元/平",110万,东简装低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105110564149.html
美泉1612 3室2厅 南 北,美泉1612 凤岭北,3室2厅,101.68平米,"18,687元/平",190万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114621803.html
青山脚下，东盟商务区，万象城商圈,联盟新城 东盟商务区,1室1厅,44平米,"19,546元/平",86万,东精装中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105112846228.html
航洋商圈 舒适大3房 户型方正 3阳台 中间楼层 双凤翔,金碧花园 凤岭北,3室2厅,130平米,"14,000元/平",182万,南其他中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105114563386.html
凤岭北优质三房 业主自住 视野开阔保养好,百花苑小区 凤岭北,3室2厅,115平米,"12,609元/平",145万,南其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105107542528.html
东盟商务区  loft二层  近青秀山  近万象城  地铁物业,联盟新城 东盟商务区,1室1厅,50平米,"18,000元/平",90万,南精装高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105114608045.html
凤岭新新家园、凤岭地铁口、舒适2房、通透、采光好,凤岭·新新家园C区 凤岭北,2室2厅,91平米,"19,781元/平",180万,南精装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105106284722.html
凤岭北，新民 百花苑小区，50平1房1厅，房大厅大,百花苑小区 凤岭北,1室1厅,51平米,"15,687元/平",80万,南精装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105110087418.html
凤岭名筑 108平精装3房 银杉+天桃,凤岭·名筑 凤岭北,3室2厅,108平米,"11,112元/平",120万,南简装18层 ,https://nn.lianjia.com/ershoufang/105110244436.html
万象城地铁口房子产权清晰没有欠款,永凯春晖花园B区 凤岭北,2室2厅,92.03平米,"15,213元/平",140万,南 北其他中楼层(共19层) ,https://nn.lianjia.com/ershoufang/105112193368.html
儿童公园旁，视野开阔三房，中间楼层采光好,霖峰壹號2组团 凤岭北,3室2厅,88平米,"16,932元/平",149万,南 北其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113857412.html
民族大道东盟地铁口 两房 朝南 厅大有入户花园,财富国际广场C区 凤岭北,2室2厅,97平米,"13,918元/平",135万,南精装中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105111467091.html
2011年竣工楼龄新、户型方正，楼间距宽视野开阔无遮,财富国际广场C区 凤岭北,2室2厅,97.44平米,"12,316元/平",120万,南其他中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105107640748.html
民族大道   东盟商务区 地铁站口 方正四方,祥和苑 凤岭北,4室2厅,146平米,"15,754元/平",230万,南 北简装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105107940276.html
凤岭北精装3房，业主诚心出售，红本在手，随时可签,凤岭·新新家园A区 凤岭北,3室2厅,89.45平米,"13,192元/平",118万,南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105105719669.html
地铁口 业主诚心出售 小区地理环境优越.产权清晰,展厦景湾生活区 凤岭北,2室2厅,110平米,"10,364元/平",114万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105107981291.html
民族大道、地铁口两房，安静，近东盟商务区，东盟国际,荣和·东盟国际 凤岭北,2室2厅,72平米,"14,584元/平",105万,南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105110907351.html
配套设施齐全， 交通出行便利， 采光充足 ， 楼层好,城光·俊景 凤岭北,3室2厅,98平米,"16,327元/平",160万,南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105110197181.html
万象城旁边精装修 单间  急售急售,利海亚洲国际B区 东盟商务区,1室1厅,43平米,"15,814元/平",68万,东南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105109935144.html
东盟商务区地铁口大四房 中高楼层 38.5平米*大客厅,财富国际广场C区 凤岭北,4室2厅,154.41平米,"14,443元/平",223万,南精装高楼层(共16层) ,https://nn.lianjia.com/ershoufang/105104994056.html
财富国际广场C区 4室2厅 南,财富国际广场C区 凤岭北,4室2厅,136平米,"12,133元/平",165万,南精装低楼层(共21层) ,https://nn.lianjia.com/ershoufang/105105225924.html
航洋商圈  精装楼中楼  业主诚心出售,百花园小区 凤岭北,4室2厅,245平米,"14,694元/平",360万,东南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105104910076.html
民族大道地铁一号线 凤岭新新家园  精装3房 满五唯一,凤岭·新新家园A区 凤岭北,3室2厅,89平米,"14,607元/平",130万,南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105113631063.html
东盟商务区楼下就是地铁口交通方便,德瑞大厦 凤岭北,1室0厅,50.83平米,"16,133元/平",82万,南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111225405.html
房子干净整洁  拎包入住  高楼层视野好,昌泰大厦 东盟商务区,1室1厅,75.8平米,"23,747元/平",180万,南简装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113018579.html
荣和东盟国际，民族大道地铁口物业，荣和物业总价低,荣和·东盟国际 凤岭北,2室1厅,71.8平米,"13,232元/平",95万,南其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105105840280.html
恒大苹果园金色阳光毛坯三房户型方正有证,恒大苹果园·金色阳光 琅东,3室2厅,121.95平米,"8,201元/平",100万,南毛坯中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116229740.html
大唐臻观 5室2厅 东南,大唐臻观 琅东,5室2厅,188.28平米,"20,183元/平",380万,东南毛坯高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115879909.html
金湖商圈 可以居住 配套成熟 南湖公园 地铁口,世纪家园 金湖,2室1厅,85平米,"23,530元/平",200万,东南 南其他高楼层(共16层) ,https://nn.lianjia.com/ershoufang/105115935230.html
裕丰英伦中高楼层大三房 自住保养好,裕丰·英伦一期 凤岭北,3室2厅,102平米,"18,138元/平",185万,南其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115603997.html
琅东小区 3室2厅 南,琅东小区 金湖,3室2厅,120平米,"21,584元/平",259万,南其他高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105115321692.html
山语城 精装修  三房  满五唯一,凤岭山语城 凤岭北,3室2厅,89平米,"12,922元/平",115万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112772441.html
小区环境好 居住舒适 配套齐全 交通方便,裕丰·英伦一期 凤岭北,3室2厅,103平米,"18,544元/平",191万,东南毛坯高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105105854644.html
凤岭北大户型，中间楼层，朝南通透.含车位！,林业新村四区 凤岭北,4室2厅,161.86平米,"10,998元/平",178万,南精装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105110540772.html
业主诚心出售，小区配套成熟，生活方便。,凤岭在水一方 凤岭北,2室2厅,90平米,"10,556元/平",95万,南简装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105107084457.html
"房子产权清晰,配套齐全，视野好",凤岭名园 凤岭北,1室1厅,58平米,"13,794元/平",80万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105109374349.html
东景花园，楼中楼，航洋旁，带车位出售,東景花园 凤岭北,3室2厅,132平米,"13,637元/平",180万,南精装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105104632318.html
商务区万象城盛天地地铁口旁边 精装修急售  急售,领世郡1号 东盟商务区,3室2厅,159.71平米,"16,906元/平",270万,东南 东其他中楼层(共19层) ,https://nn.lianjia.com/ershoufang/105109992120.html
华润幸福里，精装修大平层，中间楼层，自住保养好。,幸福里 东盟商务区,4室2厅,288平米,"27,778元/平",800万,南其他低楼层(共45层) ,https://nn.lianjia.com/ershoufang/105114865290.html
青秀湖公园旁广源国际，高层三房 三美，越秀路,广源国际社区 东盟商务区,3室2厅,120平米,"13,834元/平",166万,南 北简装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116383612.html
一号线地铁，盛天地旁，小区花园，装修很好,盛天华府 东盟商务区,3室1厅,86.8平米,"20,162元/平",175万,南精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114852271.html
保利领秀前程一期，业主诚心卖房,保利·领秀前城青秀郡 凤岭南,4室2厅,102.4平米,"13,672元/平",140万,南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105107623573.html
业主诚心出售 满五年 无欠款 带家具家电， 户型方正,枫林蓝岸 凤岭北,3室2厅,127平米,"10,000元/平",127万,南简装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105111835640.html
此房满五唯一，地铁三号线，采光充足，南北对流,云星钱隆天下北区 金湖,3室2厅,100.5平米,"12,936元/平",130万,东南 南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116276407.html
东方明珠花园 3室2厅 西北,东方明珠花园 金湖,3室2厅,158平米,"12,659元/平",200万,西北精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105117073653.html
万象城A出口 单价11388/平 格局方正 有钥匙,永凯春晖花园 凤岭北,1室1厅,51.78平米,"11,395元/平",59万,东精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115672231.html
文莱·御园 位于青秀区合作路9号,文莱·御园 东盟商务区,4室2厅,133.95平米,"19,411元/平",260万,南精装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105107534708.html
万象城地铁口一房一厅 单价11388/平有钥匙,永凯春晖花园 凤岭北,1室1厅,50.77平米,"11,819元/平",60万,东精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115672678.html
小区环境好，所处位置优越，交通便利，配套成熟,耀凯凤岭1号 东盟商务区,3室2厅,133平米,"18,046元/平",240万,东南精装高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105109991530.html
万象城地铁口 凤翔+月湾路 单价11388/平,永凯春晖花园 凤岭北,1室1厅,60.56平米,"11,394元/平",69万,东精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115672323.html
桂雅路 联盟新城 LOFT小两层 业主自住精装修,联盟新城 东盟商务区,1室1厅,47.7平米,"18,030元/平",86万,西其他高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105114274281.html
琅东商圈+东盟商圈+近国际三中+地铁一号线便利出行,中房翡翠园一期 琅东,3室2厅,130平米,"10,154元/平",132万,南 东南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105105845134.html
万象城地铁口一房 凤翔和月湾路 单价11388/平,永凯春晖花园 凤岭北,1室1厅,51.78平米,"11,395元/平",59万,东南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115672811.html
万象城地铁站A出口 单价11388/平一房有钥匙,永凯春晖花园 凤岭北,1室1厅,66.41平米,"11,294元/平",75万,东 东南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115672861.html
凤岭北 东站旁在水一方 精装两房 诚心出售价钱可谈,凤岭在水一方 凤岭北,3室2厅,89.82平米,"9,909元/平",89万,南精装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105102350379.html
万象城地铁口一房 高层 安静看儿童公园 有钥匙,永凯春晖花园 凤岭北,1室1厅,50.77平米,"11,622元/平",59万,东精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115672564.html
金湖广场，少有的大平层户型，双地铁，民歌湖旁,时代丽都 金湖,4室2厅,195平米,"10,000元/平",195万,东南 南其他低楼层(共20层) ,https://nn.lianjia.com/ershoufang/105109944959.html
万象城地铁口大2房 大阳台 单价11388/平有,永凯春晖花园 凤岭北,2室2厅,105.7平米,"11,353元/平",120万,东南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115672730.html
南湖碧园  近南湖能  十四  溜娃、散步，踏青的公园,南湖碧园 青秀万达,3室2厅,129.48平米,"14,288元/平",185万,南精装中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105112571786.html
万象城A出口 高层 视野开阔 安静看儿童公园有钥匙,永凯春晖花园 凤岭北,2室1厅,105.7平米,"11,353元/平",120万,东精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115672614.html
万达公馆 3室2厅 南 北,万达公馆 青秀万达,3室2厅,180平米,"17,778元/平",320万,南 北精装低楼层(共60层) ,https://nn.lianjia.com/ershoufang/105114363198.html
万象城地铁口一房 格局方正单价11388/平有钥匙,永凯春晖花园 凤岭北,1室1厅,64.73平米,"11,278元/平",73万,东南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115672757.html
地铁口中楼层 采光通风好 民歌湖旁 业主诚心出售,风尚80 金湖,3室1厅,122平米,"10,656元/平",130万,南 北精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116464029.html
万象城地铁口安静 格局方正 有钥匙 看房方便,永凯春晖花园 凤岭北,1室1厅,78.43平米,"11,348元/平",89万,东南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115672702.html
东盟商务区 翡翠园二期小三房 看房提前联系可以看,中房翡翠园二期 琅东,3室2厅,90平米,"12,778元/平",115万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116673757.html
德瑞花园 3房 望万象城 地铁口 中高楼层,德瑞花园 凤岭北,3室2厅,118平米,"14,407元/平",170万,南精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105110272840.html
东盟商务区盛天地，一号线地铁物业，盛天华府朝南三房,盛天华府 东盟商务区,3室2厅,91.23平米,"23,019元/平",210万,东南精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114304218.html
工作调动诚意出售，诚信业主信用分优秀,美泉1612 凤岭北,2室1厅,65.12平米,"16,892元/平",110万,东南精装中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105114929795.html
青秀山脚下，中房翡翠园，看房方便，看合适价格可谈,中房翡翠园A组团 琅东,4室2厅,156.8平米,"12,118元/平",190万,东南其他低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105115084412.html
业主诚心出售，楼层好，视野宽阔，采光充足,城市杰座 金湖,1室1厅,38.8平米,"10,310元/平",40万,南其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113079125.html
金旺角 3室1厅 南 北,金旺角 金湖,3室1厅,118平米,"21,187元/平",250万,南 北其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105115236844.html
东盟商务区  莱茵湖畔 居家精装修 看房方便,莱茵湖畔 琅东,4室2厅,124.57平米,"10,838元/平",135万,南 北其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116284809.html
东盟商务区旁，大唐臻观，两梯两户板楼，安静不靠路边,大唐臻观 琅东,4室2厅,190平米,"18,843元/平",358万,南其他高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105114096746.html
一号线门口 次新小区 房子户型方正 看房方便,中房翡翠时光 琅东,5室2厅,165平米,"14,425元/平",238万,南 北精装高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116437528.html
翡翠园二期自住三房两厅一卫出售,中房翡翠园二期 琅东,3室2厅,81.48平米,"13,501元/平",110万,北其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114874358.html
翠竹小区 位于凤岭北的成熟社区,翠竹小区 凤岭北,5室2厅,195平米,"11,283元/平",220万,东南其他高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105104423977.html
业主诚心出售 广西地矿大院 精装4房 园湖+14看房方便,广西地矿大院 东葛路,4室2厅,142平米,"16,409元/平",233万,东南其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105113661286.html
近1号新民站地铁，购物广场医院等生活设施配套齐全,国贸中心 朝阳,2室1厅,86平米,"12,791元/平",110万,南其他中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116406585.html
大自然花园 精装3房 位置安静 业主诚心出售,大自然花園 东盟商务区,3室2厅,136平米,"15,000元/平",204万,南 北简装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105109186068.html
万象城商务区地铁口旁边 精装修 诚意出售,利海亚洲国际B区 东盟商务区,4室2厅,148.7平米,"13,316元/平",198万,南其他高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105115451526.html
东盟商务区 近地铁  视野开阔 业主诚心出售,绿海云天 东盟商务区,2室2厅,88.42平米,"16,965元/平",150万,南其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114011033.html
此房满五不唯一，楼层高，视野好，采光充足,利海亚洲国际B区 东盟商务区,1室1厅,70平米,"14,715元/平",103万,南精装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113585188.html
东盟商务区 高层大三房 1.3万出头单价 随时交付,利海亚洲国际 东盟商务区,3室2厅,128平米,"14,063元/平",180万,东南其他高楼层(共21层) ,https://nn.lianjia.com/ershoufang/105109662512.html
通透，高楼层，视野宽阔，采光充足，配套设施齐全,绿地中央广场二期 青秀万达,4室2厅,140平米,"14,715元/平",206万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111188325.html
此房满五不唯一楼层高，视野开阔，交通方便，配套齐全,利海亚洲国际 东盟商务区,1室0厅,37.06平米,"17,540元/平",65万,南精装高楼层(共21层) ,https://nn.lianjia.com/ershoufang/105115630569.html
此房产权清晰，万象城隔壁，地铁口就在家门口,德瑞花园 凤岭北,3室2厅,122.65平米,"14,921元/平",183万,东南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115774743.html
万象城幸福里 学铁商都有 品质装修 格局方正看房方,幸福里 东盟商务区,2室2厅,93平米,"31,506元/平",293万,北 南精装低楼层(共51层) ,https://nn.lianjia.com/ershoufang/105115760388.html
倚林佳园 4室2厅 南 北,倚林佳园 东盟商务区,4室2厅,180平米,"16,667元/平",300万,南 北精装高楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116840381.html
毛坯房，户型好，通透，楼层高。,凤翔容州文化中心 凤岭北,5室2厅,137平米,"17,884元/平",245万,南毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116453990.html
香港园 大两房 无欠款 免个税 精装,君耀香港园 东盟商务区,2室1厅,91.38平米,"19,698元/平",180万,南其他中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105108909777.html
凤岭北，美泉1612精装3房出售，随时看房,美泉1612 凤岭北,3室2厅,88.5平米,"15,594元/平",138万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112931881.html
成熟地段 出入便利 近享公园 配套齐全，户型方正,德瑞花园 凤岭北,3室2厅,118平米,"14,407元/平",170万,南精装低楼层(共25层) ,https://nn.lianjia.com/ershoufang/105110974376.html
禧悦都江景楼中楼 有大露台没有拍到  有证 满二,禧悦都 凤岭南,4室2厅,195平米,"18,975元/平",370万,东南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110108403.html
恒大苹果园·东方诗韵 3室2厅 南,恒大苹果园·东方诗韵 琅东,3室2厅,130平米,"7,539元/平",98万,南简装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105110815681.html
万象城地铁口 一房一厅 双阳台 看儿童公园,德瑞花园 凤岭北,1室1厅,49.99平米,"17,004元/平",85万,北精装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112302116.html
地铁口精装一房一厅，好户型两阳台，居住安静舒适,德瑞花园 凤岭北,1室1厅,51平米,"17,255元/平",88万,北其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105110917678.html
房子户型好，保养好，采光充足。,恒大苹果园·东方诗韵 琅东,5室2厅,170平米,"8,236元/平",140万,南毛坯高楼层(共22层) ,https://nn.lianjia.com/ershoufang/105109239995.html
万象城地铁口一房一厅 西南向 双阳台  无欠款,德瑞花园 凤岭北,1室1厅,51平米,"15,687元/平",80万,北简装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112603868.html
"东方诗韵，业主诚心诚意出售,看房滴滴滴",恒大苹果园·东方诗韵 琅东,2室1厅,82平米,"9,757元/平",80万,南 北其他低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105106850967.html
万象城地铁F出口德瑞花园朝南户型中高楼层视野开阔,德瑞花园 凤岭北,3室2厅,115.51平米,"14,718元/平",170万,南精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105104367910.html
东盟商圈区 万象城旁 配套齐全 地铁1号线,领世郡1号 东盟商务区,4室2厅,185平米,"16,757元/平",310万,东南简装高楼层(共16层) ,https://nn.lianjia.com/ershoufang/105104234284.html
东盟商务区旁，户型好低总价，三中,恒大苹果园·东方诗韵 琅东,4室2厅,145.54平米,"7,559元/平",110万,南其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105112466909.html
上东国际两房诚心出售，朝花园，视野开阔,阳光100上东国际 琅东,2室1厅,78平米,"10,898元/平",85万,东简装中楼层(共16层) ,https://nn.lianjia.com/ershoufang/105113528712.html
凤岭北  凤岭名园  3房出售,凤岭名园 凤岭北,3室1厅,90.24平米,"14,407元/平",130万,南其他中楼层(共19层) ,https://nn.lianjia.com/ershoufang/105114843119.html
德瑞花园精装三房，朝南户型，三阳台，带阳光房,德瑞花园 凤岭北,3室2厅,115.51平米,"15,151元/平",175万,南精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105114918981.html
莱茵湖畔 3室2厅 东,莱茵湖畔 琅东,3室2厅,111平米,"11,703元/平",129.9万,东精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105116376239.html
带车位 绿地一期不靠路边，精装修随时入住,绿地中央广场 青秀万达,4室2厅,143平米,"16,784元/平",240万,东南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116374695.html
民族大道边上  一号线地铁口  精装两房  价格实惠,德瑞花园 凤岭北,2室2厅,83.77平米,"15,042元/平",126万,东 西南精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105107996714.html
莱茵湖畔三房 户型方正 中间楼层 采光视野好,莱茵湖畔 琅东,3室2厅,126.31平米,"10,609元/平",134万,南精装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105106168980.html
翡翠园蓝宝国际3+1户型130万,中房翡翠园二期 琅东,4室2厅,98.7平米,"12,969元/平",128万,东南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108011554.html
阳光100上东国际方正两房急售，朝花园,阳光100上东国际 琅东,2室1厅,74平米,"10,811元/平",80万,东简装低楼层(共16层) ,https://nn.lianjia.com/ershoufang/105112972195.html
青秀山脚下 3号线 云星钱隆天下北区 3房 业主诚售,云星钱隆天下北区 金湖,3室2厅,101平米,"12,872元/平",130万,南简装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105113215890.html
满五无欠款 凤翔+14 楼龄新 价格低 业主诚心出售,丰泽SOHO 金湖,2室1厅,50平米,"29,600元/平",148万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115184072.html
金源CBD现代城 1室1厅 东南,金源CBD现代城 金湖,1室1厅,116.93平米,"14,496元/平",169.5万,东南精装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105109653870.html
此房满五年不唯一，楼层好采光通透，业主诚心卖 三美,万昌南湖景园 金湖,2室2厅,73平米,"10,959元/平",80万,南其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116219504.html
凤岭北，山语城精装3房出售，园林小区,凤岭山语城 凤岭北,3室1厅,87平米,"12,644元/平",110万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112487826.html
恒大苹果园·金色阳光3-2-1-2 129.00m² 116 万,恒大苹果园·金色阳光 琅东,3室2厅,129平米,"8,140元/平",105万,东南精装高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105115791148.html
万达公馆，豪不可言，南北对流 户型方正 主诚心出售,万达公馆 青秀万达,5室2厅,300.19平米,"18,655元/平",560万,南 北其他低楼层(共60层) ,https://nn.lianjia.com/ershoufang/105112002935.html
小区内侧不临路，前面没有遮挡采光视野都很好。,凤岭山语城 凤岭北,2室1厅,73.45平米,"13,479元/平",99万,南 北精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105107017609.html
凤岭在水一方 3室2厅 南 北,凤岭在水一方 凤岭北,3室2厅,91平米,"9,451元/平",86万,南 北简装高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114153972.html
精装朝南3房，有入户花园，上凤翔和47，高楼层,蓝山上城 凤岭北,3室2厅,108平米,"15,000元/平",162万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115262884.html
一号线地铁口一房，边套，边套，光线充足，视野好。,德瑞花园 凤岭北,1室1厅,49.99平米,"17,004元/平",85万,西 北精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105112722010.html
金湖广场，民歌湖，精装2房，看湖,汇东国际 金湖,2室2厅,103平米,"12,136元/平",125万,南简装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114864498.html
满五，精装3房，居住舒适，一楼实用空间大。,凤岭山语城 凤岭北,3室2厅,89平米,"18,989元/平",169万,南 北简装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114293827.html
本房为办公写字楼，独立写字楼总高7层，可四套一起卖,文莱·御园 东盟商务区,1室1厅,65.12平米,"15,050元/平",98万,南其他高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105112484348.html
长湖景苑 近地铁口近南湖配套齐全楼龄新采光很好,长湖景苑 青秀万达,4室2厅,178平米,"10,562元/平",188万,北精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113551139.html
此房满二不唯一，楼层好，采光通风好，一梯两户,香港花园 金湖,3室2厅,130平米,"9,077元/平",118万,南其他低楼层(共8层) ,https://nn.lianjia.com/ershoufang/105114482600.html
物业好，绿化高，楼间距宽，配套齐全,绿地中央广场二期 青秀万达,3室2厅,122平米,"16,804元/平",205万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105106826576.html
盛天地旁 配套齐全小区绿化环境好 楼下有大商场,盛天华府 东盟商务区,3室2厅,83.1平米,"20,458元/平",170万,南精装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116541178.html
航洋商圈47中旁，裕丰英伦高楼层朝南看花园不靠路边,裕丰·英伦一期 凤岭北,3室2厅,89平米,"14,832元/平",132万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108348809.html
民族大道上，地铁口物业，交通便利，配套齐全,新城国际 金湖,3室1厅,78.45平米,"9,816元/平",77万,南 北其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105106876304.html
航洋国际商圈，优质小区4房，南北对流，拎包入住,维也纳森林 凤岭北,4室2厅,144平米,"12,500元/平",180万,东南精装低楼层(共19层) ,https://nn.lianjia.com/ershoufang/105107806384.html
青秀芯，万达公馆，小区醉值得入手可以拎包入住好房,万达公馆 青秀万达,4室2厅,195平米,"14,872元/平",290万,南 北精装低楼层(共60层) ,https://nn.lianjia.com/ershoufang/105115520498.html
绿地中央广场 3室2厅 南,绿地中央广场 青秀万达,3室2厅,122.73平米,"16,296元/平",200万,南精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116038695.html
湖景房+楼层好+户型采光好+业主诚信出售,万昌南湖景园 金湖,2室2厅,86平米,"12,907元/平",111万,南其他低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105104629070.html
此房满2年税费低， 地铁口就在家门口 近青秀万达,嶺南家園 青秀万达,3室2厅,64平米,"11,407元/平",73万,东南精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114569461.html
现代国际 地铁口物业 诚意出售,现代国际 金湖,1室0厅,86.4平米,"27,200元/平",235万,西其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105109540790.html
