标题,位置,房屋类型,面积,单价,总价,介绍,网址
房子证在手，看房方便，通风采光良好，产权清晰。,绿地西城国际花都 石埠,1室1厅,40.34平米,"8,925元/平",36万,东南简装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105114620268.html
准新房出售 业主没怎么住过 装修保养好 业主变现卖房,万科悦府 石埠,4室2厅,124平米,"9,275元/平",115万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111040850.html
广西电力职业技术学院商场：科园综合市场、科德综合市,荷塘月色 心圩区,3室2厅,120平米,"8,334元/平",100万,南 北精装低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105114483641.html
嘉华绿洲 复式精装2房 钥匙在手 看房方便 诚心出售,嘉华绿洲 心圩区,2室2厅,44.5平米,"8,989元/平",40万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111391861.html
西乡塘民大地铁口复式楼 毛坯3房 随时看房,中旭上下 相思湖,3室2厅,74平米,"9,055元/平",67万,南 北其他高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105114785694.html
自带生活阳台舒适三房，精装交付，南北通透。,绿地西城国际花都 石埠,3室2厅,96.18平米,"8,526元/平",82万,南 北其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112465764.html
金科观天下金科品质 板式结构朝南四房两厅,金科观天下A区 石埠,4室2厅,122平米,"8,853元/平",108万,南精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105108396437.html
成熟片区，证件齐全，业主诚心出售,嘉华绿洲 心圩区,3室2厅,114平米,"7,720元/平",88万,南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105105501511.html
高层视野大三房，万科品质物业。,万科悦府 石埠,3室2厅,92.68平米,"9,927元/平",92万,东南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105109169156.html
绿地西城国际花都 3室2厅 南,绿地西城国际花都 石埠,3室2厅,96平米,"9,375元/平",90万,南其他中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116640998.html
国企开发小区，洋房 诚意出售，满二,中国铁建安吉山语城 安吉,4室2厅,165平米,"9,697元/平",160万,东南毛坯中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105112740297.html
石埠精装修3房 大阳台看邕江江景 视野棒,骋望怡璟湾 石埠,3室2厅,142平米,"5,986元/平",85万,东其他高楼层(共27层) ,https://nn.lianjia.com/ershoufang/105112411307.html
万科大品牌，通风采光良好，看房方便。,万科金域缇香 石埠,4室2厅,107.07平米,"9,340元/平",100万,南 北精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105110882132.html
98万118平3房，有小区环境，有公园，有邕江，有教学,骋望·骊都（南区） 心圩区,3室2厅,118平米,"7,882元/平",93万,西南其他中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105112439948.html
115平精装4房，每个房间大小均匀，没有飘窗,盛天时代 安吉,4室2厅,110.89平米,"9,920元/平",110万,南精装高楼层(共35层) ,https://nn.lianjia.com/ershoufang/105112539659.html
西乡塘区 骋望剑桥郡106平精装3房 1号线地铁,骋望剑桥郡 相思湖,3室2厅,106.42平米,"7,048元/平",75万,南 北精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105111962033.html
中高楼层 精装2房 看房方便 诚心出售,骋望•骊都(北区) 心圩区,2室1厅,89平米,"7,866元/平",70万,北精装高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105112546012.html
房子毛坯，户型方正，看房方便，朝南大三房，业主急售,奥园瀚林朗庭 心圩区,3室2厅,92.42平米,"10,280元/平",95万,南其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105105597008.html
五号线 保利爱琴海精装2房  中间楼层 采光好,保利爱琴海 北湖北,2室2厅,59平米,"9,323元/平",55万,东其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105108055442.html
西乡塘少有大平层坯房，高楼层户型视野广阔,华发未来荟 心圩区,5室2厅,126平米,"10,318元/平",130万,南 北毛坯低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105106078751.html
金科物业，房子业主有装修了，硅藻泥，通风采光良好,金科观天下A区 石埠,3室2厅,89平米,"10,113元/平",90万,东精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105106912062.html
柠檬宿朝南一居室 双地铁口 楼层好 采光通风好,丰业·柠檬宿 北湖南,1室0厅,40平米,"7,500元/平",30万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108513374.html
房子通风采光良好，户型方正，置换，刚需都适宜,A派公馆 心圩区,3室2厅,125平米,"7,040元/平",88万,南简装高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105108430227.html
业主置换 急售  精装修  拎包入住,昌泰清华园柳园组团 石埠,2室2厅,80.73平米,"6,566元/平",53万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105108476221.html
户型好，视野好..业主好说话，,安吉万达华府 安吉,4室2厅,135.55平米,"10,329元/平",140万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105107194546.html
此房2020年刚交房，次新小区，户型方正，精装修。,阳光城·檀悦 西大,3室2厅,96平米,"11,250元/平",108万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115072460.html
西大商圈小户型，近地铁商场，出行方便！,嘉州华都 西大,1室0厅,45平米,"9,334元/平",42万,东其他中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114120470.html
房子正规两房，中间楼层，采光好，业主实在卖,西城品阁 西大,2室1厅,64平米,"10,157元/平",65万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114574438.html
交通便利，配套成熟，视野开阔，采光充足,世贸西城 西大,3室2厅,92平米,"7,935元/平",73万,南 北简装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114422268.html
南铁北四区，已经上市，可贷款两房，仅售65万,机务小区 西大,2室2厅,56平米,"11,786元/平",66万,南 北其他低楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116000702.html
朝阳市中芯，万达西大商圈，百里秀美邕江畔,台湾街·花莲府 西大,3室2厅,96平米,"9,063元/平",87万,东南精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113985866.html
带租约两套大开间收租 西大东门 西西湾小区 买下即收,西西湾 西大,2室0厅,82.36平米,"6,071元/平",50万,北简装低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115433514.html
双阳台大4房 户型方正 通风好楼层适中 公摊小得房率高,文华园 西大,4室2厅,149平米,"6,980元/平",104万,南 北简装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105113326913.html
天域·香格里拉 2室1厅 东南,天域·香格里拉 西大,2室1厅,59.77平米,"8,031元/平",48万,东南其他低楼层(共28层) ,https://nn.lianjia.com/ershoufang/105113489360.html
盛世金悦 3室2厅 南 北,盛世金悦 西大,3室2厅,92平米,"9,783元/平",90万,南 北其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113993501.html
鼎华北大龙廷 层高5.09米 两房出售 有证三房 方便看房,建发鼎华北大珑廷 西大,2室1厅,39平米,"7,180元/平",28万,南其他中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105116333759.html
财院准新房 正恒华府 朝南大三房 毛坯自由装修 115万,正恒国际 西大,2室2厅,120平米,"9,584元/平",115万,南 北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114741500.html
安吉花卉公园旁~小户型，适合刚需。。。,安吉华都小区 西大,2室1厅,66平米,"7,576元/平",50万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114757422.html
朝阳商圈精装房业主改善换房出售价格便宜,时代家园 西大,4室2厅,92平米,"9,348元/平",86万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114775655.html
棕榈湾，2号线地铁三十三中站700米，满5唯一。,棕榈湾一期 北湖北,2室1厅,62.4平米,"6,090元/平",38万,南 北其他高楼层(共5层) ,https://nn.lianjia.com/ershoufang/105114708959.html
振宁现代鲁班南区 2室1厅 南,振宁现代鲁班南区 西大,2室1厅,68平米,"7,942元/平",54万,南其他低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105117306696.html
此房证件齐，户型方正，采光通风通透。。,台湾街·桃园居 西大,2室1厅,73.97平米,"8,653元/平",64万,南其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115088102.html
西大商圈 繁华地段 地铁口 广西大学旁,百汇华庭 西大,2室2厅,119平米,"8,404元/平",100万,南精装低楼层(共22层) ,https://nn.lianjia.com/ershoufang/105110683169.html
高层看江 方正3房户型  毛坯随意装  价格可谈,台湾街宜兰湾 西大,3室2厅,92平米,"9,783元/平",90万,南毛坯高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110715509.html
此房采光好，格局通透、楼间距宽，配套设施齐全,时代家园 西大,3室1厅,91.59平米,"11,465元/平",105万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105110666542.html
正恒国际 标准一房一厅 仅售48万 可谈 双地铁口,正恒国际 西大,1室1厅,39平米,"12,308元/平",48万,南 北简装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105111704532.html
广西壮族自治区兽医研究所住宅区 4室2厅 南,广西壮族自治区兽医研究所住宅区 西大,4室2厅,151.71平米,"8,438元/平",128万,南其他高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115734967.html
大学商圈鲁班路旁振宁现代鲁班56平小户型业主急售,振宁现代鲁班南区 西大,1室1厅,56平米,"9,286元/平",52万,北其他低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105108447346.html
标准大两房 两个卧室朝南 天域香格里拉 西大东门 边套,天域·香格里拉 西大,2室2厅,91平米,"8,022元/平",73万,东南精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105114372608.html
双地铁口 配套成熟 户型方正采光通透,城市碧园 西大,1室1厅,45平米,"8,556元/平",38.5万,东南简装中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105110785944.html
南铁翠竹苑 08年房龄 沃尔玛  大四房  一梯两户,翠竹苑南铁北三区  西大,3室2厅,119平米,"10,925元/平",130万,东南精装中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105110874036.html
人气小区文华园  标准大三房 价格美丽,文华园 西大,3室2厅,126平米,"6,508元/平",82万,南其他中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105116126731.html
崇左市委老干部局生活区 3室2厅 南,崇左市委老干部局生活区 西大,3室2厅,98平米,"7,449元/平",73万,南其他低楼层(共3层) ,https://nn.lianjia.com/ershoufang/105116617886.html
丽园小区 三房 诚心售卖 学 校就在家门口,丽园小区 西大,3室2厅,122平米,"13,115元/平",160万,南精装高楼层(共10层) ,https://nn.lianjia.com/ershoufang/105115030612.html
茂泽大厦  100平68万 北大路电梯房  高层,茂泽大厦 西大,3室1厅,99.82平米,"6,813元/平",68万,北简装高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105111578498.html
和园小区  一房一厅  客厅阳台朝南  地铁口,和园小区 北湖北,1室1厅,43平米,"9,535元/平",41万,东南精装中楼层(共21层) ,https://nn.lianjia.com/ershoufang/105111915133.html
保利央企打造小区 坐北朝南 二房 地铁口 公园式小区,保利爱琴海 北湖北,2室1厅,58平米,"9,069元/平",52.6万,南精装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113854674.html
时代天骄 地铁口满五 1室  看房方便 有钥匙 好房哦,时代天骄 西大,1室0厅,38平米,"11,843元/平",45万,南其他高楼层(共20层) ,https://nn.lianjia.com/ershoufang/105113669249.html
龙光·水悦龙湾 4室1厅 南 北,龙光·水悦龙湾 西大,4室1厅,166平米,"10,061元/平",167万,南 北毛坯低楼层(共42层) ,https://nn.lianjia.com/ershoufang/105116700074.html
舒适三房。业主急售，价格美丽。。。。。,同人·学府大道 相思湖,3室2厅,80平米,"8,625元/平",69万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115283105.html
保利爱琴，中间楼栋位置，狮山公园旁，5号线地铁。,保利爱琴海 北湖北,5室2厅,146平米,"10,000元/平",146万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115053636.html
成熟小区 3层阁楼 高楼层 通风好,向南居 北湖南,2室2厅,107.7平米,"5,572元/平",60万,南简装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105109132414.html
此房满五唯一中间楼层，采光通风良好！,秀湖花園南区 北湖南,2室2厅,74.5平米,"5,772元/平",43万,东简装高楼层(共7层) ,https://nn.lianjia.com/ershoufang/105107155853.html
北湖成熟商圈，小户型学铁商一应俱全,盛天名都 北湖南,1室0厅,43平米,"11,163元/平",48万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105110706926.html
恒大新城 快环边 生活便利 秀田,恒大新城 北湖南,2室2厅,90平米,"7,778元/平",70万,南 北其他低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105109264299.html
保养好，可直接拎包入住，北湖商圈,恒大新城 北湖南,3室2厅,122.51平米,"6,531元/平",80万,东南其他低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105112000499.html
视野采光好，地铁一号线，江景房，公园旁,中旭·天悦 相思湖,3室2厅,69.5平米,"8,634元/平",60万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112440476.html
户型方正，精装4房，动静分离视野开阔,澜月府 安吉,4室2厅,122平米,"10,328元/平",126万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114899305.html
高层房源，正南朝向，视野采光通风好。,龙湖春江天越 相思湖,3室2厅,89.48平米,"7,823元/平",70万,南其他高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105113700752.html
业主首套自住房 发财后置换大房 精装修保养好看房方便,同人·学府大道 相思湖,3室2厅,89.43平米,"8,387元/平",75万,南 北其他中楼层(共23层) ,https://nn.lianjia.com/ershoufang/105115017592.html
隆源雅居 3室2厅 南 北,隆源雅居 北湖南,3室2厅,112平米,"12,000元/平",134.4万,南 北其他32层 ,https://nn.lianjia.com/ershoufang/105116477485.html
北湖商圈  华润大盘  大三房,华润万象华府 北湖南,3室2厅,107平米,"13,645元/平",146万,南 北精装高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115671883.html
澜月府，融创品质楼盘，万达商圈看房方便,澜月府 安吉,4室2厅,128平米,"9,766元/平",125万,东精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116362733.html
房子四面采光，通风好，证件齐全业主实在卖,云星城市春天西区 北湖南,2室2厅,83平米,"9,519元/平",79万,南 北其他低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115066741.html
头牌看江视野，采光通风好，正南朝向。,骋望天玺 相思湖,3室2厅,96平米,"10,938元/平",105万,东南其他中楼层(共24层) ,https://nn.lianjia.com/ershoufang/105110814271.html
朝阳江边精装3房！全新装修没住多久，产权清晰无抵押,春江海岸 朝阳,3室2厅,117平米,"8,018元/平",93.8万,南精装低楼层(共20层) ,https://nn.lianjia.com/ershoufang/105117204527.html
朝南，邕江畔，中层好视野，简约装修。,荣和邕江悦府 相思湖,3室2厅,144平米,"11,112元/平",160万,南精装低楼层(共41层) ,https://nn.lianjia.com/ershoufang/105114887404.html
业主急售 价格优惠  毛坯的 居住环境舒适；,骋望 · 麓涛 石埠,2室1厅,81.5平米,"4,663元/平",38万,南 北毛坯中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116290975.html
"此房通风、楼层好，视野宽阔，采光充足,设施配套齐全",瀚林新城 朝阳,3室2厅,87.5平米,"9,372元/平",82万,南 北其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112274860.html
精装修，另有车位+5万出售，无需翻新即可入住,建苑小区 西大,3室2厅,138平米,"6,667元/平",92万,东南精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116634616.html
恒大新城小区+户型方正+正常首付+交通便利+成熟区域,恒大新城 北湖南,3室2厅,146.93平米,"7,963元/平",117万,南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105104810990.html
央企保利地铁口30米精装修拎包入住有产权车位可出售,保利心语 北湖南,3室2厅,112.42平米,"8,718元/平",98万,南 东精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117127679.html
北湖大唐天城旁皇巢北郡三房诚意出售,皇巢北郡 北湖南,3室2厅,108平米,"10,649元/平",115万,东南其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115099781.html
保利品质 地铁5号线100米 环境优,保利心语 北湖南,3室2厅,88.93平米,"9,671元/平",86万,南简装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105115862754.html
云星城市春天，户型方正，采光通透，双阳台,云星城市春天东区 北湖南,2室2厅,85平米,"9,412元/平",80万,南精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105108664794.html
瀚林新城精装3房，业主诚意出售，方便看房，价格可谈,瀚林新城 朝阳,3室2厅,87.87平米,"10,698元/平",94万,南 北精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114539792.html
单价5000 步梯楼房 精装2房 南北对流,昌泰清华园柳园组团 石埠,2室2厅,82平米,"4,635元/平",38万,南精装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115981337.html
瀚林精装三房，总价不到90万，业主诚意售，方便看房,瀚林新城 朝阳,3室2厅,84平米,"10,715元/平",90万,南精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114079264.html
西大东门 地铁口 全新装修 户型四面采光,阳光城·檀悦 西大,3室2厅,96平米,"10,625元/平",102万,东南精装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116511521.html
瀚林新城品质精装三房，诚意出售，价格可谈，方便看房,瀚林新城 朝阳,3室2厅,95.69平米,"11,496元/平",110万,南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113864514.html
瀚林君庭精装3房两卫高楼层，视野开阔，保养好，95万,瀚林君庭 心圩区,3室2厅,89.03平米,"9,548元/平",85万,南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115211457.html
此房格局好新、楼层好视野宽阔、采光充足、价格便宜。,瀚林新城 朝阳,3室2厅,93平米,"10,216元/平",95万,南其他高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105113902084.html
地铁口电梯 3 房，花卉公园，安吉万达，广西大学,市政住宅小区 西大,3室2厅,104平米,"6,250元/平",65万,南 北精装中楼层(共10层) ,https://nn.lianjia.com/ershoufang/105117184665.html
瀚林新城优质三房  户型方正 小区环境优美,瀚林新城 朝阳,3室2厅,98平米,"10,205元/平",100万,南精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105109872259.html
保利爱琴海朝南，公园式绿化，物业管理好,保利爱琴海 北湖北,4室2厅,89平米,"8,540元/平",76万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117240521.html
鼎盛国际 西大商圈秀灵地铁口 大学城综合配套齐全成熟,鼎盛国际 西大,1室1厅,45.89平米,"5,448元/平",25万,南简装中楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116825690.html
北湖商圈小户型 5号地铁沿线 业主急卖,MOCO荣和摩客社区 北湖南,2室2厅,64平米,"9,063元/平",58万,东南简装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105113837777.html
民大地铁口 复式楼3房 业主诚心出售 可谈 拎包入住,中旭上下 相思湖,3室2厅,55.96平米,"8,042元/平",45万,南 北精装高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105115368788.html
保利爱琴海2房双阳台49万，狮山公园,保利爱琴海 北湖北,2室1厅,59平米,"8,306元/平",49万,南精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116958838.html
北湖大唐天城旁三房总价低地铁口 诚意出售,北湖运德集团宿舍 北湖南,3室2厅,91平米,"5,715元/平",52万,南简装低楼层(共7层) ,https://nn.lianjia.com/ershoufang/105116922900.html
大唐天城三期4房3阳台，精装未入住，带车位,大唐天城 北湖南,4室1厅,126.44平米,"13,287元/平",168万,南 北精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116829319.html
港航·江缘时代广场二期 2室2厅 西南 北,港航·江缘时代广场二期 朝阳,2室2厅,90平米,"6,889元/平",62万,西南 北其他低楼层(共29层) ,https://nn.lianjia.com/ershoufang/105116197848.html
金达花园 1室1厅 西北,金达花园 西大,1室1厅,28平米,"6,072元/平",17万,西北简装低楼层(共1层) ,https://nn.lianjia.com/ershoufang/105116810964.html
朝阳广场 单位两房 总价33万 价格可以谈 中间层,华西路7号院 朝阳,2室1厅,57平米,"5,790元/平",33万,南 北简装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105112195394.html
北湖芯 地铁口大唐天城商场，生活配套成熟,明湖大厦 北湖南,1室1厅,33.12平米,"5,133元/平",17万,南其他中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105117140463.html
台湾街看江 9成新2房 两个阳台，钥匙挂脖子,台湾街·桃园居 西大,2室2厅,78.17平米,"9,083元/平",71万,东南精装高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114899569.html
建发鼎华北大珑廷 2室1厅 西北,建发鼎华北大珑廷 西大,2室1厅,62平米,"7,742元/平",48万,西北其他中楼层(共20层) ,https://nn.lianjia.com/ershoufang/105117326016.html
：1号线地铁口鲁班站500米，西大商圈，公园旁！,康桥蓝湾 西大,4室2厅,113平米,"7,080元/平",80万,南 北其他低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115188045.html
唐山路50号住宅小区 3室1厅 南 北,唐山路50号住宅小区 北湖南,3室1厅,77平米,"4,936元/平",38万,南 北简装中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105117362464.html
户型方正，配套成熟，产权清晰，视野开阔。,奥园瀚林誉江府 心圩区,3室2厅,100.86平米,"10,114元/平",102万,南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117144606.html
朝阳瀚林新城精装3房！业主急卖，可议价，产权清晰！,瀚林新城 朝阳,3室2厅,98.78平米,"8,605元/平",85万,东南精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105117213910.html
房子位于北大客运站五里亭老地址，西大旁，属于老城区,洋浦星 西大,4室2厅,115.14平米,"10,857元/平",125万,东其他低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105116861268.html
西乡塘区近滨江公园 新秀5号地铁  精装4+1房,龙光·水悦龙湾 西大,4室2厅,159.44平米,"8,029元/平",128万,南 北精装高楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111568821.html
瀚林君庭89平四房二卫，双阳台，带游泳池,瀚林君庭 心圩区,4室2厅,89.9平米,"10,902元/平",98万,东 南 北精装高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117334614.html
此房业主诚心出售，证在手，看房方便， 视野没遮挡,绿地西城国际花都 石埠,3室1厅,90平米,"7,556元/平",68万,南简装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105117223974.html
近5号线，滨江公园，户型方正，通风采光，产权清晰。,龙光水悦龙湾御江 西大,3室2厅,89平米,"11,124元/平",99万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114736493.html
与花卉公园一路之隔，近地铁，小区绿化好，居住环境。,安吉华都小区 西大,2室1厅,66平米,"7,576元/平",50万,南精装中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105114757071.html
阳光城·檀悦 1室1厅 西,阳光城·檀悦 西大,1室1厅,41.49平米,"10,364元/平",43万,西精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114225167.html
西大商圈大两房，交通便利，成熟地段,茂泽大厦 西大,2室1厅,99.82平米,"8,466元/平",84.5万,南简装中楼层(共23层) ,https://nn.lianjia.com/ershoufang/105106214841.html
文华园 成熟配套 老城区 户型方正,文华园 西大,3室2厅,105平米,"5,715元/平",60万,南 北简装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105116289422.html
龙腾路 台湾街 近新秀公园 精装3居室 看江,台湾街宜兰湾 西大,3室2厅,91平米,"12,308元/平",112万,东精装中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105108624676.html
西大附属 丽园小区 三房两卫 业主诚售,丽园小区 西大,4室2厅,126平米,"11,508元/平",145万,南简装低楼层(共11层) ,https://nn.lianjia.com/ershoufang/105116445570.html
城市碧园 1室1厅 南,城市碧园 西大,1室1厅,65.36平米,"7,497元/平",49万,南简装中楼层(共14层) ,https://nn.lianjia.com/ershoufang/105115909824.html
广西大学地铁口 毛坯大户型可看房,洋浦星 西大,5室2厅,147平米,"10,545元/平",155万,南 北毛坯中楼层(共34层) ,https://nn.lianjia.com/ershoufang/105112911073.html
西城品阁  西大商圈近地铁 配套齐全,西城品阁 西大,2室2厅,74.81平米,"10,026元/平",75万,东南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116883241.html
新秀小区 2室1厅 南 北,新秀小区 西大,2室1厅,62平米,"8,710元/平",54万,南 北其他中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105116931167.html
西大东门 秀灵公寓四房出售 中间楼层,秀灵公寓 西大,4室2厅,120.81平米,"5,795元/平",70万,东南简装低楼层(共9层) ,https://nn.lianjia.com/ershoufang/105113129461.html
盛天尚都 2室2厅 南 北,盛天尚都 西大,2室2厅,91.04平米,"12,962元/平",118万,南 北简装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105113059835.html
愿我如星君如月 夜夜流光相皎洁,龙光水悦龙湾御江 西大,3室2厅,90平米,"11,334元/平",102万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116749262.html
嘉汇馨源西大地铁口物业 电梯三房 可议价,嘉汇馨源 西大,3室2厅,102.49平米,"8,294元/平",85万,南其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105112775205.html
衡阳西路小区2房 业主诚意出售带杂物房一起卖,衡阳西路小区 西大,2室2厅,77.13平米,"8,428元/平",65万,南 北其他中楼层(共8层) ,https://nn.lianjia.com/ershoufang/105112445072.html
水悦龙湾  地铁5号刚需养老小2房,龙光·水悦龙湾 西大,2室1厅,80.76平米,"8,421元/平",68万,南简装低楼层(共34层) ,https://nn.lianjia.com/ershoufang/105111974726.html
沈阳小区 南铁37  锦华  有社区 有物业管理,沈阳小区南铁北三区 西大,2室2厅,77平米,"12,338元/平",95万,南精装高楼层(共8层) ,https://nn.lianjia.com/ershoufang/105112804644.html
人生的路上 就如这阳光穿云彩的瞬间 让人心生感动,正恒国际 西大,3室1厅,81平米,"10,247元/平",83万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116677933.html
单位大院，出行方便 ，采光很好， 配套齐全。,广西壮族自治区兽医研究所住宅区 西大,3室2厅,94.79平米,"9,073元/平",86万,南其他中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105109049283.html
秀田  2号线地铁口！！！近朝阳街  城心位置,广西壮族自治区兽医研究所住宅区 西大,3室2厅,94平米,"8,511元/平",80万,东南简装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105104138917.html
衡阳路+18，古汇壹号，万科物业，衡阳路新小区，精装,古汇公寓 西大,3室2厅,111.49平米,"11,212元/平",125万,南其他中楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116272748.html
西大商圈大学鲁班路地铁口文华园花园式小区自带幼儿园,文华园 西大,3室1厅,104平米,"8,270元/平",86万,南精装低楼层(共12层) ,https://nn.lianjia.com/ershoufang/105108873468.html
朝阳大两房，满五唯一免双税，楼层好，采光充足,茂泽大厦 西大,2室2厅,102.65平米,"7,307元/平",75万,东 东南 南精装高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105107034029.html
西大商圈 福满花园 装修保养好2房,福满花园 西大,2室2厅,85.3平米,"9,496元/平",81万,南精装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105108067437.html
老城区商圈，户型方正，采光好，视野宽阔,福满花园 西大,3室2厅,128平米,"7,032元/平",90万,东南精装中楼层(共15层) ,https://nn.lianjia.com/ershoufang/105105040644.html
