标题,位置,房屋类型,面积,单价,总价,介绍,网址
东方城市花园，2房2厅1卫，精装修,东方城市花园 蒲庙,2室1厅,83平米,"9,157元/平",76万,南 北其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115720189.html
碧桂园物业，精装四房，拎包入住，视野采光好,碧桂园天悦湾 蒲庙,4室1厅,125平米,"7,040元/平",88万,东南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115424209.html
江景三房，好楼层，采光通风充足,滨江阳光水岸 蒲庙,3室1厅,89平米,"5,843元/平",52万,南毛坯高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105110280299.html
万达茂 御江国际 精装3房 高层视野 诚售,万达茂·御江国际 五象文旅,3室2厅,120平米,"10,417元/平",125万,南 北精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115459114.html
南宁万达茂旁 近邕宁区人民医院，威宁邻家广场,大唐世家三区 蒲庙,4室2厅,118平米,"7,458元/平",88万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105107805475.html
新城次新房 配套齐全近公园近商场,新城悦隽风华 龙岗,3室2厅,100.5平米,"8,757元/平",88万,南 北精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105113615249.html
业主急售，毛坯，楼层好，采光足,银泉一品龙湾 蒲庙,1室1厅,55平米,"7,637元/平",42万,南 东南毛坯中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105108076226.html
楼中楼五象东八尺江桥头三面看江好房,碧桂园天悦湾 蒲庙,6室2厅,218.66平米,"7,318元/平",160万,南 北其他高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105111975518.html
"户型很方正，采光通风都好,精装2 房",合景·天峻广场 龙岗,2室1厅,67平米,"11,344元/平",76万,南 北精装高楼层(共15层) ,https://nn.lianjia.com/ershoufang/105109349424.html
此房满五不唯一 ，户型方正 ，带负一层车位 诚意出售,万达茂御墅仕家 五象文旅,4室2厅,145.12平米,"9,303元/平",135万,南毛坯中楼层(共12层) ,https://nn.lianjia.com/ershoufang/105115711583.html
丽景湾精装2房 满五唯一  看房方便,阳光城丽景湾 龙岗,2室1厅,72平米,"9,306元/平",67万,南 北精装中楼层(共38层) ,https://nn.lianjia.com/ershoufang/105115250402.html
五象东精装大3房楼层好生活便利。。。,滨江阳光水岸 蒲庙,3室2厅,89.3平米,"7,727元/平",69万,南 北精装低楼层(共31层) ,https://nn.lianjia.com/ershoufang/105115222978.html
无按揭，小洋房中间楼层，可以看江,万达茂御墅仕家 五象文旅,4室1厅,144平米,"12,153元/平",175万,东南毛坯高楼层(共11层) ,https://nn.lianjia.com/ershoufang/105114346599.html
3楼共用100平露台，价格还可以谈,大唐世家二区 蒲庙,3室2厅,85平米,"7,295元/平",62万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116613414.html
近江边，看房方便，生活便利，价格可以聊,碧桂园天悦湾 蒲庙,4室2厅,132.52平米,"7,924元/平",105万,南 北精装高楼层(共25层) ,https://nn.lianjia.com/ershoufang/105116095348.html
五象东品质居住大盘生活氛围浓厚,中海哈罗学府 龙岗,4室2厅,131平米,"8,932元/平",117万,北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114235109.html
业主自住精装修大四房，带300平米大露台花园，可看江,万达茂·御峰国际 五象文旅,4室2厅,121平米,"9,918元/平",120万,南精装低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105115062295.html
此房满二无增值税，三室两厅 大阳台 高楼层,君华•锦云 龙岗,3室2厅,91平米,"6,154元/平",56万,东南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113826266.html
大唐世家三区 2室1厅 南,大唐世家三区 蒲庙,2室1厅,64.78平米,"7,719元/平",50万,南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116070066.html
邕宁区蒲庙镇，东方城市花园，96平3房2厅，60万,东方城市花园 蒲庙,3室2厅,96平米,"5,730元/平",55万,东南其他高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115601549.html
看房方便，价格可以谈，无安置，人车分流，急卖,大唐世家三区 蒲庙,3室2厅,89.35平米,"6,940元/平",62万,南毛坯中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115926136.html
银泉一品龙湾 2室2厅 南,银泉一品龙湾 蒲庙,2室2厅,56平米,"8,125元/平",45.5万,南其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116238419.html
户型很方正，采光好，业主好说话,合景·天峻广场 龙岗,4室2厅,117平米,"9,402元/平",110万,南 北精装高楼层(共39层) ,https://nn.lianjia.com/ershoufang/105111112247.html
精装修拎包入住，两梯三户，业主诚心出售，价格可谈,中铁江湾山语城 龙岗,4室2厅,107平米,"10,281元/平",110万,南其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115770661.html
毛坯3房中间楼层，价格还可以谈,龙域香醍半岛 龙岗,3室1厅,83平米,"6,025元/平",50万,南毛坯中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116782004.html
交通便利，适合居住，业主诚意出售,大唐果(邕宁区) 龙岗,3室2厅,89平米,"7,753元/平",69万,南简装高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105115862288.html
精装交付 随时过户 读书便利 居住舒适度高,阳光城丽景湾 龙岗,3室2厅,86.99平米,"9,197元/平",80万,南其他高楼层(共40层) ,https://nn.lianjia.com/ershoufang/105113023822.html
中铁央企品质小区，精装、楼层好、采光条件好,中铁江湾山语城 龙岗,4室2厅,95平米,"10,948元/平",104万,南 北精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114929422.html
全江景 带车位 全新未入住过 看房提前约,中铁交通天地明珠 龙岗,4室2厅,138平米,"12,319元/平",170万,南其他高楼层(共23层) ,https://nn.lianjia.com/ershoufang/105116264553.html
大唐盛世 4室2厅 南,大唐盛世 龙岗,4室2厅,89.11平米,"7,070元/平",63万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116121318.html
此房满五不唯一，三室两厅 大阳台 高楼层,君华•锦云 龙岗,4室2厅,108平米,"7,871元/平",85万,南 北毛坯中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105115174783.html
五象万达茂商圈 精装现房 看房方便 诚意可谈,阳光城丽景湾 龙岗,3室2厅,89平米,"8,989元/平",80万,南精装高楼层(共38层) ,https://nn.lianjia.com/ershoufang/105116481556.html
业主诚心出售， 有房产证，精装修,合景·天峻广场 龙岗,3室1厅,90平米,"11,667元/平",105万,南精装中楼层(共36层) ,https://nn.lianjia.com/ershoufang/105113531782.html
满五唯一无欠款，中间楼层，装修保养好，拎包入住,合景·天峻广场 龙岗,2室2厅,66平米,"10,000元/平",66万,西其他中楼层(共39层) ,https://nn.lianjia.com/ershoufang/105114705186.html
此房业主好说话，户型方正，采光通透,合景·天峻广场 龙岗,3室2厅,90平米,"9,445元/平",85万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105112172330.html
五象龙岗精装 有证 无欠款 诚意可谈,合景·天峻广场 龙岗,3室2厅,89平米,"9,214元/平",82万,南精装中楼层(共37层) ,https://nn.lianjia.com/ershoufang/105115131860.html
重新装修，保养好，高楼层，视野开阔，红本在手,合景·天峻广场 龙岗,4室2厅,133平米,"8,948元/平",119万,南 北精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115346160.html
合景·天峻广场 4室2厅 东南,合景·天峻广场 龙岗,4室2厅,103平米,"13,010元/平",134万,东南精装高楼层(共36层) ,https://nn.lianjia.com/ershoufang/105115132998.html
合景天峻广场 开发商精装房 滨江宜居小区 看房方便,合景·天峻广场 龙岗,4室1厅,117平米,"9,402元/平",110万,南其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115239135.html
"户型很方正，采光好,朝南户型。。。。。。。。。。。",合景·天峻广场 龙岗,2室1厅,69平米,"10,435元/平",72万,南精装高楼层(共18层) ,https://nn.lianjia.com/ershoufang/105111378731.html
合景高层精装两房，近江边，小区环境好,合景·天峻广场 龙岗,2室2厅,65平米,"10,000元/平",65万,东南其他高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113967181.html
精装大三房楼层好拎包入住生活便利。。,大唐果(邕宁区) 龙岗,3室1厅,90平米,"8,112元/平",73万,南其他中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114988403.html
满五唯一，精装修，高楼层，采光充沛,合景·天峻广场 龙岗,3室2厅,87平米,"10,345元/平",90万,南精装低楼层(共15层) ,https://nn.lianjia.com/ershoufang/105114984184.html
合景·天峻广场 4室2厅 南 西南 北,合景·天峻广场 龙岗,4室2厅,104平米,"8,943元/平",93万,南 西南 北精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116574798.html
阳光城丽景湾 2室2厅 南 北,阳光城丽景湾 龙岗,2室2厅,72平米,"9,445元/平",68万,南 北简装低楼层(共38层) ,https://nn.lianjia.com/ershoufang/105117037446.html
合景精装修4房环境好近江边户型,合景·天峻广场 龙岗,4室2厅,116平米,"10,345元/平",120万,北其他低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115184930.html
满2年，精装修，户型方正，采光充沛,合景·天峻广场 龙岗,3室2厅,88平米,"11,364元/平",100万,南 北精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115045324.html
配套齐全，有菜市场、公园、带电梯、不临街距离医院近,合景·天峻广场 龙岗,3室1厅,89平米,"8,877元/平",79万,南其他低楼层(共36层) ,https://nn.lianjia.com/ershoufang/105115238996.html
满2年，有证，精装修，户型方正，采光充沛,合景·天峻广场 龙岗,4室2厅,133.6平米,"10,854元/平",145万,东南精装中楼层(共37层) ,https://nn.lianjia.com/ershoufang/105115068996.html
万达茂商圈，户型方正，2房2厅，布局合理，通风釆光好,合景·天峻广场 龙岗,2室2厅,67平米,"10,448元/平",70万,南 北精装中楼层(共13层) ,https://nn.lianjia.com/ershoufang/105115197755.html
满五唯一，精装修，高楼层，采光充沛,合景·天峻广场 龙岗,2室1厅,66平米,"9,849元/平",65万,南精装高楼层(共39层) ,https://nn.lianjia.com/ershoufang/105115144154.html
南区新房，精装修，户型方正，采光充沛,合景·天峻广场 龙岗,4室2厅,107平米,"9,907元/平",106万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115378453.html
配套齐全，有菜市场、公园、带电梯、不临街,合景·天峻广场 龙岗,4室1厅,116平米,"10,000元/平",116万,南其他低楼层(共39层) ,https://nn.lianjia.com/ershoufang/105115239081.html
五象东央企江湾山语城精装四房带车位,中铁江湾山语城 龙岗,4室2厅,105.1平米,"10,961元/平",115.2万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116613845.html
万达商圈毛坯四房红本在手业主急卖,万达茂·御江国际 五象文旅,3室2厅,125平米,"10,800元/平",135万,南毛坯中楼层(共32层) ,https://nn.lianjia.com/ershoufang/105112375231.html
精装修三房 万科品质 近江边 万达茂旁 配套齐全,万科金域滨江 龙岗,3室2厅,95平米,"11,158元/平",106万,南其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105117062812.html
户型很方正，采光好，业主好说话,合景·天峻广场 龙岗,4室2厅,107平米,"8,879元/平",95万,东南简装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105112843813.html
御峰国际大三房两卫双阳台业主诚心出售价格优惠,万达茂·御峰国际 五象文旅,3室2厅,113.19平米,"8,659元/平",98万,南精装48层 ,https://nn.lianjia.com/ershoufang/105115174891.html
业主自住保养好 中间楼层 出入方便 近江边,启迪亮 龙岗,4室2厅,118平米,"10,170元/平",120万,南 北其他中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105117077111.html
此房坐北朝南、次卧、阳台均可看山揽江，视线无..遮挡,万达茂·御峰国际 五象文旅,2室2厅,89平米,"12,360元/平",110万,南 北精装中楼层(共48层) ,https://nn.lianjia.com/ershoufang/105114396732.html
通 透四房，高楼层视 野好采 光好，诚意出售,万达茂·江山云邸 五象文旅,4室1厅,143平米,"14,686元/平",210万,南 北其他高楼层(共51层) ,https://nn.lianjia.com/ershoufang/105116877576.html
配套齐全，万科物业服务，孝心楼层,阳光城丽景湾 龙岗,3室2厅,88平米,"9,660元/平",85万,南 北精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115516835.html
一线江景房，万达茂商圈，4号线地铁，邕江边,万达茂·御江国际 五象文旅,4室2厅,112.89平米,"13,111元/平",148万,西南其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115860795.html
君华•锦云 3室1厅 南,君华•锦云 龙岗,3室1厅,98平米,"7,654元/平",75万,南精装低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116928182.html
龙岗小高层 品质盘 视野无遮挡 开阔 中楼层,彰泰江景湾 龙岗,4室2厅,105平米,"11,048元/平",116万,东南 南精装中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105116441344.html
盛湖悦景 4室2厅 东南,盛湖悦景 龙岗,4室2厅,110平米,"8,182元/平",90万,东南精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105116423207.html
自己装修，带车位，高楼层，价格还可以谈,大唐盛世 龙岗,4室2厅,141平米,"8,015元/平",113万,南 北精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117070117.html
精装3房，自住，低楼层，价格可谈,大唐果(邕宁区) 龙岗,3室2厅,90平米,"8,223元/平",74万,南 北精装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105117069505.html
万达茂商圈 ，高楼层，视野开阔，精装房，拎包可入住,万达茂·御峰国际 五象文旅,3室1厅,85平米,"10,589元/平",90万,南精装高楼层(共48层) ,https://nn.lianjia.com/ershoufang/105112659516.html
丽景湾c区精装4房，采光通风好，业主急卖,阳光城丽景湾 龙岗,4室2厅,123平米,"9,187元/平",113万,南 北精装低楼层(共18层) ,https://nn.lianjia.com/ershoufang/105114461490.html
五象新区百亿万达茂边 一线江景房 出行购物休闲于一体,万达茂·江山云邸 五象文旅,4室2厅,143平米,"13,987元/平",200万,南 北毛坯中楼层(共51层) ,https://nn.lianjia.com/ershoufang/105103320888.html
万丰新新传说 户型方正，通风好 中高楼层,万丰新新传说 龙岗,3室2厅,93平米,"8,603元/平",80万,南毛坯低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114339388.html
业主诚心出售 随时看房 视野好开阔,万达茂·御江国际 五象文旅,4室2厅,140平米,"10,715元/平",150万,南 北其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105116997710.html
家具家电配齐 拎包入住 精装修 高楼层 看房方便,万科金域滨江 龙岗,3室2厅,95平米,"11,053元/平",105万,南 北其他高楼层(共28层) ,https://nn.lianjia.com/ershoufang/105116306691.html
万达茂御江国际小洋房，业主诚心出售，价格优惠随时看,万达茂·御江国际 五象文旅,4室2厅,133.42平米,"11,618元/平",155万,南精装中楼层(共18层) ,https://nn.lianjia.com/ershoufang/105115446925.html
万达茂商圈，高楼层，采光通风好，交通便利,万达茂·御峰国际 五象文旅,3室2厅,89平米,"8,989元/平",80万,南毛坯低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105103228330.html
可看江毛坯房，拓展造空间大.物业好,万达茂·江山云邸 五象文旅,4室2厅,143.26平米,"11,169元/平",160万,南 北其他低楼层(共51层) ,https://nn.lianjia.com/ershoufang/105114696684.html
万达茂临江公园购物广场精装复式，无贷款，交易快,万达茂天樾 五象文旅,2室1厅,42平米,"16,667元/平",70万,南其他中楼层(共43层) ,https://nn.lianjia.com/ershoufang/105116140734.html
五象东，方正三房二厅二卫，楼层好,启迪亮 龙岗,3室2厅,89.7平米,"9,811元/平",88万,南 北精装高楼层(共31层) ,https://nn.lianjia.com/ershoufang/105116114842.html
精装4房，全屋空调，价格还可以谈,金科博翠天宸 龙岗,4室2厅,128平米,"8,438元/平",108万,南 北精装低楼层(共24层) ,https://nn.lianjia.com/ershoufang/105116873076.html
邕宁区龙岗新区，大唐世家三区87平3房78万,大唐世家三区 蒲庙,3室2厅,87平米,"8,966元/平",78万,南其他高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105114886667.html
万丰新新传说 3室1厅 南,万丰新新传说 龙岗,3室1厅,88平米,"8,523元/平",75万,南精装中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116738373.html
万达茂御江国际 精装3房 有车位出售 方便看房,万达茂·御江国际 五象文旅,3室2厅,102平米,"13,726元/平",140万,南 北精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105116822992.html
万达茂·御峰国际 3室2厅 南,万达茂·御峰国际 五象文旅,3室2厅,89平米,"8,427元/平",75万,南毛坯中楼层(共46层) ,https://nn.lianjia.com/ershoufang/105106569272.html
万达茂业主急售 户型方正 商圈繁华,万达茂·御峰国际 五象文旅,5室2厅,142.9平米,"10,007元/平",143万,东南毛坯低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105107036789.html
五象万达茂 精装江景房 业主诚心出售 看房方便,万达茂·江山云邸 五象文旅,4室2厅,143.55平米,"13,933元/平",200万,南 北精装中楼层(共51层) ,https://nn.lianjia.com/ershoufang/105112719431.html
万达茂·御峰国际 3室1厅 南,万达茂·御峰国际 五象文旅,3室1厅,89.73平米,"10,031元/平",90万,南简装高楼层(共48层) ,https://nn.lianjia.com/ershoufang/105115812450.html
万达茂天越商圈配套，一线江景复式楼，无贷款，交易快,万达茂天樾 五象文旅,2室1厅,50平米,"9,000元/平",45万,北其他中楼层(共43层) ,https://nn.lianjia.com/ershoufang/105116400114.html
安静精装4房  带车位  自住保养好,阳光城丽景湾 龙岗,4室2厅,127.01平米,"11,811元/平",150万,南 北精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105112873197.html
小区环境优美，视野开阔，配套便利,万达茂·御峰国际 五象文旅,4室2厅,120平米,"10,417元/平",125万,东南其他高楼层(共48层) ,https://nn.lianjia.com/ershoufang/105109176561.html
五象新区，大唐盛世观湖，117平，3房,大唐盛世观湖 龙岗,4室2厅,117平米,"7,693元/平",90万,西南精装低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115329039.html
五象  万科品质装修   大平层  江边美宅,万科金域滨江 龙岗,5室2厅,201.58平米,"13,792元/平",278万,东南其他低楼层(共10层) ,https://nn.lianjia.com/ershoufang/105109296736.html
南向三房，视野开阔，通风采光好,万丰新新传说 龙岗,3室1厅,96平米,"6,355元/平",61万,南毛坯高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105111067798.html
万科金域滨江 5室2厅 南 北,万科金域滨江 龙岗,5室2厅,205平米,"13,659元/平",280万,南 北精装高楼层(共10层) ,https://nn.lianjia.com/ershoufang/105112857438.html
五象东 毛坯现房 有证 即买即过户 诚意价可谈,世茂茂御府 龙岗,3室2厅,89.32平米,"8,397元/平",75万,南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117055931.html
君华•锦云 3室1厅 南,君华•锦云 龙岗,3室1厅,98平米,"6,633元/平",65万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105117050309.html
装修交付 南北通透 大四房 空调 鞋柜 齐全,金科博翠天宸 龙岗,4室2厅,128平米,"9,922元/平",127万,南 北精装高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115162834.html
带装修 看江 户型方正  业主诚心出售  随时看房,万达茂·江山云邸 五象文旅,4室2厅,143平米,"10,350元/平",148万,南 北精装低楼层(共51层) ,https://nn.lianjia.com/ershoufang/105115604867.html
滨江边，万达旁，楼层采光好，交通便利，民主路，读书,万达茂·御峰国际 五象文旅,3室2厅,89平米,"9,102元/平",81万,东南其他中楼层(共48层) ,https://nn.lianjia.com/ershoufang/105113051085.html
五象万达茂 有证 洋房 不靠高速路 业主急售 有钥匙,万达茂御墅仕家 五象文旅,4室2厅,142平米,"11,902元/平",169万,南毛坯中楼层(共11层) ,https://nn.lianjia.com/ershoufang/105104123566.html
万达茂高楼层 视野好采光好 诚心出售无贷款无抵押,万达茂·御峰国际 五象文旅,3室1厅,88.82平米,"10,359元/平",92万,南精装高楼层(共48层) ,https://nn.lianjia.com/ershoufang/105110506972.html
全定制家具 轻奢现代装修 简约不失格调 满二,万达茂·御峰国际 五象文旅,3室2厅,89平米,"13,484元/平",120万,南 北精装高楼层(共48层) ,https://nn.lianjia.com/ershoufang/105106653454.html
御江国际看江户型出售，钥匙桂脖子上,万达茂·御江国际 五象文旅,3室2厅,116平米,"11,207元/平",130万,东南简装高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105110134416.html
万达茂，位置好能看江，去万达茂走路几百米,万达茂·御峰国际 五象文旅,4室2厅,119.93平米,"10,840元/平",130万,东南精装低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105109561188.html
万达茂·御峰国际 3室2厅 南,万达茂·御峰国际 五象文旅,3室2厅,100.59平米,"9,942元/平",100万,南精装48层 ,https://nn.lianjia.com/ershoufang/105115065208.html
业主急，看房方便，学铁商齐全，地铁25年9月通,大唐世家三区 蒲庙,4室2厅,107平米,"6,823元/平",73万,东南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115910983.html
开发商精装交付，全屋空调，新风系统，有证，诚心出售,金科博翠天宸 龙岗,3室2厅,128平米,"9,922元/平",127万,南 北精装高楼层(共24层) ,https://nn.lianjia.com/ershoufang/105115162805.html
小区住宅底商，有餐饮，商场、便利店，购物方便，江边,万达茂·御江国际 五象文旅,5室2厅,143.68平米,"11,693元/平",168万,南其他低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114024293.html
五象东品质居住盘看江四房生活便利......,大唐世家三区 蒲庙,4室2厅,94.68平米,"6,549元/平",62万,南 北毛坯中楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115081768.html
阳台朝小区花园，双阳台，毛坯全新未入住,万达茂·御江国际 五象文旅,4室2厅,143平米,"13,007元/平",186万,南其他中楼层(共17层) ,https://nn.lianjia.com/ershoufang/105113610224.html
万达茂·御峰国际 4室2厅 西,万达茂·御峰国际 五象文旅,4室2厅,120.03平米,"10,415元/平",125万,西其他低楼层(共48层) ,https://nn.lianjia.com/ershoufang/105113745840.html
中铁交通天地明珠 4室2厅 东南,中铁交通天地明珠 龙岗,4室2厅,142平米,"9,155元/平",130万,东南精装高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105110552291.html
朝南，户型方正，通风采光好，毛坯房，随心设计,宝能·城市广场 龙岗,4室2厅,133.03平米,"6,390元/平",85万,东 南 西 北毛坯中楼层(共27层) ,https://nn.lianjia.com/ershoufang/105115144541.html
新城悦隽风华，100平3房，精装修，看房方便,新城悦隽风华 龙岗,3室2厅,100平米,"9,500元/平",95万,南精装低楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115209651.html
五象东品质居住楼盘民 中旁边大唐果,大唐果(邕宁区) 龙岗,2室1厅,66平米,"9,091元/平",60万,东南 东其他中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115032099.html
五象东龙岗大唐果好房推荐123,大唐果(邕宁区) 龙岗,3室2厅,92平米,"8,153元/平",75万,南毛坯中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115960882.html
五象东民中小两房拎包入住生活便利,大唐果(邕宁区) 龙岗,2室1厅,60平米,"9,167元/平",55万,南其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105114900798.html
邕宁区，龙岗片区，大唐果85平3房72万,大唐果(邕宁区) 龙岗,3室2厅,85平米,"8,471元/平",72万,南简装低楼层(共32层) ,https://nn.lianjia.com/ershoufang/105114782677.html
精装2两房，现在租看房提前，价格还谈,大唐盛世 龙岗,2室1厅,61平米,"7,050元/平",43万,南简装中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115252546.html
五象东民中拎包入住生活便利。。,大唐果(邕宁区) 龙岗,2室1厅,66平米,"9,091元/平",60万,南其他高楼层(共29层) ,https://nn.lianjia.com/ershoufang/105114901201.html
邕宁区，龙岗大唐果，83平精装3房，80万,大唐果(邕宁区) 龙岗,3室2厅,83平米,"9,639元/平",80万,南 北精装中楼层(共28层) ,https://nn.lianjia.com/ershoufang/105115469890.html
五象东低价大3房，楼下是就菜市场,万丰新新传说 龙岗,3室1厅,96.58平米,"6,420元/平",62万,南毛坯低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116112706.html
万达茂 中铁天地明珠 中层精装4房 诚意出售,中铁交通天地明珠 龙岗,3室2厅,140平米,"10,000元/平",140万,南精装中楼层(共22层) ,https://nn.lianjia.com/ershoufang/105116140245.html
业主诚心出售，大阳台房子采光通风好,君华•锦云 龙岗,3室2厅,125平米,"7,600元/平",95万,南毛坯高楼层(共33层) ,https://nn.lianjia.com/ershoufang/105113921198.html
户型方正格局好视野无遮挡，精装三房,万丰新新传说 龙岗,3室1厅,97平米,"9,279元/平",90万,南 北简装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116108378.html
此房满五唯一，三室两厅 大阳台 高楼层,君华•锦云 龙岗,3室2厅,98平米,"8,674元/平",85万,西南精装高楼层(共30层) ,https://nn.lianjia.com/ershoufang/105115250829.html
126平大三房 业主诚心出售 环境好,龙域香醍半岛 龙岗,3室2厅,104平米,"7,981元/平",83万,南其他高楼层(共17层) ,https://nn.lianjia.com/ershoufang/105113988592.html
万达茂旁，红本在手，诚心出售，精装四房,大唐果(邕宁区) 龙岗,4室1厅,93平米,"8,280元/平",77万,东南其他高楼层(共32层) ,https://nn.lianjia.com/ershoufang/105111025759.html
型方正，楼层好，采光通风视野好,万丰新新传说 龙岗,4室2厅,113.8平米,"7,997元/平",91万,北精装中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115010374.html
临江，南北通透万达茂旁，中铁物业，学江商,中铁交通天地明珠 龙岗,4室2厅,126平米,"11,905元/平",150万,南 北其他中楼层(共26层) ,https://nn.lianjia.com/ershoufang/105114705536.html
满五唯一，好通风透气，户型方正，交通方便,大唐盛世 龙岗,2室1厅,60平米,"8,834元/平",53万,南 北其他低楼层(共30层) ,https://nn.lianjia.com/ershoufang/105116609052.html
精装3房 中间楼层 通风采光好，视野开阔,君华•锦云 龙岗,3室2厅,98.7平米,"8,612元/平",85万,南 北精装中楼层(共29层) ,https://nn.lianjia.com/ershoufang/105113928971.html
中高楼层，无抵押，全新未入住，中高层，业主好说话,新城悦隽风华 龙岗,4室2厅,129平米,"10,698元/平",138万,南 北其他高楼层(共26层) ,https://nn.lianjia.com/ershoufang/105116378753.html
精装洋房中间楼层，周末方便看房，带车位,大唐盛世 龙岗,4室2厅,139.99平米,"8,573元/平",120万,南 北精装中楼层(共7层) ,https://nn.lianjia.com/ershoufang/105115788253.html
毛坯底楼层，满五唯一，价格可谈,龙域香醍半岛 龙岗,3室1厅,105平米,"7,143元/平",75万,南其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105113954683.html
万达茂吃喝玩乐购一站式服务，江畔露营基地,新城悦隽风华 龙岗,4室2厅,129平米,"10,466元/平",135万,南 北精装低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105115992640.html
业主诚心卖房，小区配套完善，环境优美，是合居住,龙域香醍半岛 龙岗,2室1厅,68.3平米,"8,785元/平",60万,南 北精装中楼层(共6层) ,https://nn.lianjia.com/ershoufang/105116537915.html
业主急售，精装房3房2卫，带家具家电，美式装修风格,新城悦隽风华 龙岗,3室2厅,100平米,"10,300元/平",103万,南 北其他低楼层(共26层) ,https://nn.lianjia.com/ershoufang/105111228992.html
全新未入住，已满二！精装修，业主好说话,新城悦隽风华 龙岗,3室2厅,100平米,"12,000元/平",120万,南 北其他低楼层(共27层) ,https://nn.lianjia.com/ershoufang/105113036002.html
万丰新新传说，4房2厅2卫，毛坯现房，看房方便,万丰新新传说 龙岗,4室2厅,112平米,"9,375元/平",105万,南 北其他中楼层(共33层) ,https://nn.lianjia.com/ershoufang/105115808731.html
